name,loc,sql_size,sql_length,sql_hardness,tables,total_cols,unique_cols,total_rows,total_cells,total_bytes,input_cols,unique_input_cols,input_rows,input_cells,input_bytes,output_cols,output_rows,output_cells,output_bytes
spider/college_1/0068,,49,230,hard,3,20,15,71,437,3236,18,15,70,435,3189,2,1,2,47
spider/college_1/0069,,23,104,medium,2,15,13,63,363,2744,13,13,50,337,2508,2,13,26,236
spider/college_1/0070,,34,158,medium,3,19,16,69,387,3216,17,16,56,361,2809,2,13,26,407
spider/college_1/0071,,49,229,hard,4,25,19,91,510,4062,22,19,78,471,3530,3,13,39,532
spider/college_1/0072,,64,303,extra,5,32,23,102,589,4943,28,23,89,537,4195,4,13,52,748
spider/college_1/0073,,49,228,hard,4,28,20,39,234,2070,25,20,33,216,1810,3,6,18,260
spider/college_1/0074,,38,159,hard,2,17,14,18,122,896,15,14,14,114,804,2,4,8,92
spider/college_1/0075,,52,241,extra,4,26,21,90,527,4031,24,21,83,513,3894,2,7,14,137
spider/college_1/0076,,52,277,extra,4,26,21,85,517,3957,24,21,83,513,3894,2,2,4,63
spider/college_1/0077,,34,139,medium,2,16,14,15,115,827,15,14,14,114,804,1,1,1,23
spider/college_1/0078,,49,231,hard,3,20,15,71,437,3235,18,15,70,435,3189,2,1,2,46
spider/college_1/0079,,28,125,medium,2,14,13,55,342,2563,13,13,50,337,2508,1,5,5,55
spider/college_1/0081,,26,135,hard,2,11,9,18,91,1005,10,9,17,90,966,1,1,1,39
spider/college_1/0082,,45,193,extra,3,22,18,28,193,1530,21,18,27,192,1509,1,1,1,21
spider/college_2/0001,,12,59,easy,1,4,3,40,100,608,3,3,30,90,507,1,10,10,101
spider/college_2/0002,,12,60,easy,1,4,3,31,91,525,3,3,30,90,507,1,1,1,18
spider/college_2/0003,,21,110,extra,1,5,3,32,84,867,3,3,20,60,614,2,12,24,253
spider/college_2/0004,,17,84,medium,1,5,3,37,104,624,3,3,30,90,507,2,7,14,117
spider/college_2/0005,,14,78,medium,1,5,3,21,62,659,3,3,20,60,614,2,1,2,45
spider/college_2/0006,,17,83,hard,1,5,4,2001,8001,53408,4,4,2000,8000,53391,1,1,1,17
spider/college_2/0007,,12,59,easy,1,4,3,31,91,524,3,3,30,90,507,1,1,1,17
spider/college_2/0008,,8,40,easy,1,3,2,2001,4001,25614,2,2,2000,4000,25582,1,1,1,32
spider/college_2/0009,,8,44,easy,1,5,4,201,801,6929,4,4,200,800,6894,1,1,1,35
spider/college_2/0010,,14,72,easy,1,5,4,201,801,6929,4,4,200,800,6894,1,1,1,35
spider/college_2/0011,,28,124,medium,2,7,5,315,1015,8110,6,5,300,1000,7823,1,15,15,287
spider/college_2/0012,,36,164,medium,2,9,5,318,1054,8407,6,5,300,1000,7823,3,18,54,584
spider/college_2/0013,,15,90,extra,2,7,5,301,1001,7842,6,5,300,1000,7823,1,1,1,19
spider/college_2/0014,,15,87,hard,2,7,5,421,1121,10036,6,5,300,1000,7823,1,121,121,2213
spider/college_2/0015,,8,39,easy,1,6,5,101,501,2466,5,5,100,500,2437,1,1,1,29
spider/college_2/0016,,21,91,medium,1,4,3,21,61,644,3,3,20,60,614,1,1,1,30
spider/college_2/0017,,12,61,medium,1,5,4,51,201,1761,4,4,50,200,1734,1,1,1,27
spider/college_2/0018,,19,79,medium,1,4,3,31,91,524,3,3,30,90,507,1,1,1,17
spider/college_2/0019,,21,108,extra,1,5,3,32,84,879,3,3,20,60,614,2,12,24,265
spider/college_2/0020,,17,82,hard,1,5,4,51,201,1755,4,4,50,200,1734,1,1,1,21
spider/college_2/0021,,24,125,hard,1,5,4,201,801,6920,4,4,200,800,6894,1,1,1,26
spider/college_2/0022,,24,118,hard,1,5,4,204,804,7008,4,4,200,800,6894,1,4,4,114
spider/college_2/0023,,38,138,extra,1,6,5,106,506,2485,5,5,100,500,2437,1,6,6,48
spider/college_2/0024,,32,111,hard,2,11,9,33524,189524,871529,10,9,32000,188000,859346,1,1524,1524,12183
spider/college_2/0025,,13,78,hard,1,5,4,203,803,6943,4,4,200,800,6894,1,3,3,49
spider/college_2/0026,,15,82,hard,1,5,4,201,801,6922,4,4,200,800,6894,1,1,1,28
spider/college_2/0027,,12,57,easy,1,5,4,400,1000,10602,4,4,200,800,6894,1,200,200,3708
spider/college_2/0028,,11,56,medium,1,4,3,21,61,641,3,3,20,60,614,1,1,1,27
spider/college_2/0029,,12,70,medium,1,5,3,40,100,1018,3,3,20,60,614,2,20,40,404
spider/college_2/0030,,11,56,medium,1,5,4,51,201,1753,4,4,50,200,1734,1,1,1,19
spider/college_2/0031,,9,40,easy,1,8,4,100,400,3468,4,4,50,200,1734,4,50,200,1734
spider/college_2/0032,,12,60,medium,1,6,4,4000,12000,88639,4,4,2000,8000,53391,2,2000,4000,35248
spider/college_2/0034,,28,111,medium,2,7,6,2100,4250,27756,6,6,2050,4200,27316,1,50,50,440
spider/college_2/0036,,17,85,medium,1,5,3,40,110,641,3,3,30,90,507,2,10,20,134
spider/college_2/0037,,18,92,medium,1,6,3,50,150,909,3,3,30,90,507,3,20,60,402
spider/college_2/0038,,14,59,easy,1,5,4,247,847,7775,4,4,200,800,6894,1,47,47,881
spider/college_2/0039,,13,68,medium,1,6,4,220,840,7199,4,4,200,800,6894,2,20,40,305
spider/college_2/0040,,27,134,extra,1,6,4,59,218,1945,4,4,50,200,1734,2,9,18,211
spider/college_2/0041,,16,91,medium,1,10,7,120,760,3561,7,7,100,700,3244,3,20,60,317
spider/college_2/0042,,13,69,hard,1,8,7,101,701,3261,7,7,100,700,3244,1,1,1,17
spider/college_2/0043,,18,105,hard,1,9,7,101,702,3279,7,7,100,700,3244,2,1,2,35
spider/college_2/0044,,13,79,hard,1,5,4,2001,8001,53418,4,4,2000,8000,53391,1,1,1,27
spider/college_2/0045,,11,65,medium,1,6,4,2020,8040,53700,4,4,2000,8000,53391,2,20,40,309
spider/college_2/0046,,18,98,hard,1,8,6,30001,180002,805990,6,6,30000,180000,805955,2,1,2,35
spider/college_2/0047,,25,99,medium,2,7,6,4117,12117,79790,6,6,4000,12000,78973,1,117,117,817
spider/college_2/0048,,41,161,hard,3,12,7,4167,12434,82837,10,7,4050,12200,80707,2,117,234,2130
spider/college_2/0049,,12,64,hard,2,7,5,421,1121,8443,6,5,300,1000,7823,1,121,121,620
spider/college_2/0050,,34,192,hard,2,7,5,301,1001,7854,6,5,300,1000,7823,1,1,1,31
spider/college_2/0051,,34,192,hard,2,7,5,305,1005,7929,6,5,300,1000,7823,1,5,5,106
spider/college_2/0052,,27,120,hard,2,11,9,33278,189278,869516,10,9,32000,188000,859346,1,1278,1278,10170
spider/college_2/0053,,38,153,medium,2,12,10,301,1501,10170,11,10,300,1500,10138,1,1,1,32
spider/college_2/0055,,41,158,hard,3,12,7,4141,12382,82327,10,7,4050,12200,80707,2,91,182,1620
spider/college_2/0057,,34,187,hard,2,7,5,302,1002,7880,6,5,300,1000,7823,1,2,2,57
spider/college_2/0058,,36,146,extra,3,11,7,4051,12201,80723,10,7,4050,12200,80707,1,1,1,16
spider/college_2/0059,,15,77,hard,2,10,8,169,719,4352,9,8,150,700,4171,1,19,19,181
spider/college_2/0060,,12,55,hard,2,10,8,169,719,4311,9,8,150,700,4171,1,19,19,140
spider/college_2/0061,,21,108,hard,2,10,8,180,730,4440,9,8,150,700,4171,1,30,30,269
spider/college_2/0062,,15,85,hard,1,5,4,51,201,1758,4,4,50,200,1734,1,1,1,24
spider/college_2/0063,,30,145,hard,2,9,6,71,262,2404,7,6,70,260,2348,2,1,2,56
spider/college_2/0064,,56,255,extra,3,16,11,331,1592,10683,14,11,330,1590,10645,2,1,2,38
spider/college_2/0065,,35,171,hard,3,15,11,33407,190007,875768,14,11,32200,188800,866240,1,1207,1207,9528
spider/college_2/0066,,45,226,hard,3,14,7,2087,8311,56083,11,7,2070,8260,55739,3,17,51,344
spider/college_2/0068,,27,136,extra,1,6,4,94,288,2536,4,4,50,200,1734,2,44,88,802
spider/college_2/0069,,37,150,hard,3,15,11,32806,189406,871047,14,11,32200,188800,866240,1,606,606,4807
spider/college_2/0071,,12,58,easy,1,5,4,52,202,1761,4,4,50,200,1734,1,2,2,27
spider/college_2/0072,,19,79,medium,1,5,4,52,202,1761,4,4,50,200,1734,1,2,2,27
spider/college_2/0073,,21,87,medium,2,11,8,250,900,5461,9,8,150,700,4171,2,100,200,1290
spider/college_2/0076,,9,50,easy,1,5,4,100,250,2174,4,4,50,200,1734,1,50,50,440
spider/college_2/0077,,38,151,extra,1,8,7,113,713,3324,7,7,100,700,3244,1,13,13,80
spider/college_2/0079,,38,152,extra,1,8,7,107,707,3294,7,7,100,700,3244,1,7,7,50
spider/college_2/0080,,18,99,hard,1,5,4,99,249,2244,4,4,50,200,1734,1,49,49,510
spider/college_2/0081,,21,83,medium,1,6,5,101,501,2465,5,5,100,500,2437,1,1,1,28
spider/college_2/0082,,21,100,medium,1,6,4,67,234,2159,4,4,50,200,1734,2,17,34,425
spider/college_2/0083,,24,121,hard,1,5,4,92,242,2101,4,4,50,200,1734,1,42,42,367
spider/college_2/0084,,24,121,hard,1,5,4,77,227,1969,4,4,50,200,1734,1,27,27,235
spider/college_3/0001,,6,27,easy,1,8,7,77,533,4082,7,7,76,532,4064,1,1,1,18
spider/college_3/0002,,12,45,easy,1,8,7,77,533,4082,7,7,76,532,4064,1,1,1,18
spider/college_3/0003,,12,42,easy,1,8,7,80,536,4192,7,7,76,532,4064,1,4,4,128
spider/college_3/0004,,12,43,easy,1,8,7,113,569,4997,7,7,76,532,4064,1,37,37,933
spider/college_3/0005,,12,53,easy,1,7,6,27,157,1095,6,6,26,156,1077,1,1,1,18
spider/college_3/0006,,12,46,easy,1,7,6,27,157,1095,6,6,26,156,1077,1,1,1,18
spider/college_3/0007,,14,63,easy,1,4,3,211,631,3495,3,3,210,630,3464,1,1,1,31
spider/college_3/0008,,13,67,medium,1,4,2,14,28,184,2,2,13,26,132,2,1,2,52
spider/college_3/0009,,12,57,medium,1,9,8,51,289,1443,8,8,34,272,1311,1,17,17,132
spider/college_3/0010,,22,78,medium,1,10,8,73,494,3094,8,8,58,464,2850,2,15,30,244
spider/college_3/0011,,19,72,medium,1,9,8,63,469,2886,8,8,58,464,2850,1,5,5,36
spider/college_3/0012,,12,60,easy,1,7,6,29,159,1134,6,6,26,156,1077,1,3,3,57
spider/college_3/0013,,9,37,easy,1,14,7,152,1064,8128,7,7,76,532,4064,7,76,532,4064
spider/college_3/0014,,9,41,easy,1,8,7,152,608,6038,7,7,76,532,4064,1,76,76,1974
spider/college_3/0015,,9,43,easy,1,9,8,68,306,1557,8,8,34,272,1311,1,34,34,246
spider/college_3/0016,,15,59,medium,1,9,8,44,282,1391,8,8,34,272,1311,1,10,10,80
spider/college_3/0017,,15,66,medium,1,9,8,78,484,3039,8,8,58,464,2850,1,20,20,189
spider/college_3/0018,,15,65,medium,1,9,8,85,491,3083,8,8,58,464,2850,1,27,27,233
spider/college_3/0019,,27,123,extra,2,9,7,37,177,1228,8,7,36,176,1194,1,1,1,34
spider/college_3/0020,,25,112,hard,2,9,7,54,194,1471,8,7,36,176,1194,1,18,18,277
spider/college_3/0021,,27,123,extra,2,10,8,90,346,2275,9,8,89,345,2245,1,1,1,30
spider/college_3/0022,,13,68,hard,1,9,8,59,465,2871,8,8,58,464,2850,1,1,1,21
spider/college_3/0023,,31,151,extra,2,17,15,137,1002,6980,15,15,134,996,6914,2,3,6,66
spider/college_3/0024,,27,137,extra,2,16,15,135,997,6936,15,15,134,996,6914,1,1,1,22
spider/college_3/0025,,28,112,medium,2,11,9,304,1180,7966,10,9,286,1162,7528,1,18,18,438
spider/college_3/0026,,30,134,medium,2,17,15,135,998,6948,15,15,134,996,6914,2,1,2,34
spider/college_3/0027,,30,142,medium,2,15,12,103,690,5183,13,12,102,688,5141,2,1,2,42
spider/college_3/0028,,,176,medium,3,16,12,467,1558,8572,13,12,257,928,4907,3,210,630,3665
spider/college_3/0029,,,173,hard,3,14,12,280,951,5080,13,12,257,928,4907,1,23,23,173
spider/college_3/0030,,30,114,medium,2,13,10,142,695,4379,11,10,121,653,4018,2,21,42,361
spider/college_3/0031,,30,113,medium,2,12,9,45,294,1460,10,9,44,292,1428,2,1,2,32
spider/college_3/0032,,37,155,hard,3,18,13,167,829,5279,17,13,147,809,5095,1,20,20,184
spider/college_3/0033,,,172,hard,3,14,12,258,929,4937,13,12,257,928,4907,1,1,1,30
spider/college_3/0034,,,201,hard,3,15,12,258,930,4965,13,12,257,928,4907,2,1,2,58
spider/college_3/0035,,31,107,hard,1,8,7,133,589,5540,7,7,76,532,4064,1,57,57,1476
spider/college_3/0036,,31,130,hard,1,7,6,48,178,1423,6,6,26,156,1077,1,22,22,346
spider/company_1/0001,,9,52,easy,1,5,4,6,15,214,4,4,3,12,163,1,3,3,51
spider/company_1/0002,,12,66,easy,1,6,5,10,38,371,5,5,7,35,328,1,3,3,43
spider/company_1/0003,,12,46,easy,1,6,5,8,36,345,5,5,7,35,328,1,1,1,17
spider/company_1/0004,,26,121,medium,2,7,5,10,24,284,6,5,8,22,249,1,2,2,35
spider/company_1/0005,,15,61,medium,1,12,10,12,88,844,10,10,8,80,761,2,4,8,83
spider/company_1/0006,,17,75,medium,1,12,10,10,84,793,10,10,8,80,761,2,2,4,32
spider/company_1/0007,,15,71,medium,1,13,10,16,104,1118,10,10,8,80,761,3,8,24,357
spider/company_employee/0001,,12,55,easy,1,9,8,20,153,1286,8,8,19,152,1269,1,1,1,17
spider/company_employee/0002,,9,54,easy,1,9,8,38,171,1567,8,8,19,152,1269,1,19,19,298
spider/company_employee/0003,,9,49,medium,1,10,8,38,190,1621,8,8,19,152,1269,2,19,38,352
spider/company_employee/0004,,19,79,medium,1,9,8,27,160,1428,8,8,19,152,1269,1,8,8,159
spider/company_employee/0005,,13,85,medium,1,10,8,20,154,1350,8,8,19,152,1269,2,1,2,81
spider/company_employee/0006,,11,71,medium,1,9,8,20,153,1300,8,8,19,152,1269,1,1,1,31
spider/company_employee/0007,,11,71,medium,1,10,8,27,168,1378,8,8,19,152,1269,2,8,16,109
spider/company_employee/0008,,13,85,hard,1,9,8,20,153,1292,8,8,19,152,1269,1,1,1,23
spider/company_employee/0009,,14,75,easy,1,9,8,22,155,1303,8,8,19,152,1269,1,3,3,34
spider/company_employee/0010,,24,137,hard,1,9,8,22,155,1303,8,8,19,152,1269,1,3,3,34
spider/company_employee/0011,,34,153,medium,3,18,13,36,212,1906,16,13,31,202,1744,2,5,10,162
spider/company_employee/0013,,37,169,hard,3,17,13,34,205,1799,16,13,31,202,1744,1,3,3,55
spider/company_employee/0014,,36,171,hard,3,18,13,36,212,1845,16,13,31,202,1744,2,5,10,101
spider/company_employee/0015,,15,90,hard,2,9,7,14,52,512,8,7,12,50,475,1,2,2,37
spider/company_employee/0016,,18,113,medium,1,9,8,27,160,1369,8,8,19,152,1269,1,8,8,100
spider/company_office/0001,,6,30,easy,1,9,8,20,153,1216,8,8,19,152,1198,1,1,1,18
spider/company_office/0002,,9,61,easy,1,9,8,38,171,1487,8,8,19,152,1198,1,19,19,289
spider/company_office/0003,,12,54,easy,1,9,8,29,162,1368,8,8,19,152,1198,1,10,10,170
spider/company_office/0004,,12,67,medium,1,10,8,38,190,1629,8,8,19,152,1198,2,19,38,431
spider/company_office/0005,,8,42,easy,1,9,8,20,153,1245,8,8,19,152,1198,1,1,1,47
spider/company_office/0006,,19,95,medium,1,10,8,20,154,1259,8,8,19,152,1198,2,1,2,61
spider/company_office/0007,,8,46,easy,1,9,8,20,153,1231,8,8,19,152,1198,1,1,1,33
spider/company_office/0008,,9,47,easy,1,7,6,24,84,979,6,6,12,72,726,1,12,12,253
spider/company_office/0009,,11,58,medium,1,7,6,13,73,743,6,6,12,72,726,1,1,1,17
spider/company_office/0010,,34,151,medium,3,19,15,63,304,2691,17,15,47,272,2139,2,16,32,552
spider/company_office/0011,,39,179,hard,3,18,15,50,275,2210,17,15,47,272,2139,1,3,3,71
spider/company_office/0012,,38,190,extra,3,18,15,48,273,2168,17,15,47,272,2139,1,1,1,29
spider/company_office/0013,,15,72,medium,1,7,6,16,76,848,6,6,12,72,726,1,4,4,122
spider/company_office/0014,,11,65,medium,1,10,8,24,162,1302,8,8,19,152,1198,2,5,10,104
spider/company_office/0015,,11,71,medium,1,9,8,24,157,1279,8,8,19,152,1198,1,5,5,81
spider/company_office/0016,,13,79,hard,1,9,8,20,153,1221,8,8,19,152,1198,1,1,1,23
spider/company_office/0017,,15,94,hard,2,10,9,29,121,977,9,9,28,120,941,1,1,1,36
spider/company_office/0018,,24,131,hard,1,9,8,21,154,1234,8,8,19,152,1198,1,2,2,36
spider/company_office/0019,,19,88,medium,1,9,8,20,153,1216,8,8,19,152,1198,1,1,1,18
spider/company_office/0020,,14,76,easy,1,9,8,21,154,1228,8,8,19,152,1198,1,2,2,30
spider/county_public_safety/0001,,6,41,easy,1,10,9,7,55,494,9,9,6,54,477,1,1,1,17
spider/county_public_safety/0002,,9,62,easy,1,10,9,12,60,564,9,9,6,54,477,1,6,6,87
spider/county_public_safety/0003,,12,79,easy,1,10,9,7,55,501,9,9,6,54,477,1,1,1,24
spider/county_public_safety/0004,,13,72,medium,1,11,9,7,56,532,9,9,6,54,477,2,1,2,55
spider/county_public_safety/0005,,9,72,easy,1,10,9,12,60,535,9,9,6,54,477,1,6,6,58
spider/county_public_safety/0006,,9,39,easy,1,10,9,34,170,1007,9,9,17,153,824,1,17,17,183
spider/county_public_safety/0007,,12,42,easy,1,10,9,24,160,881,9,9,17,153,824,1,7,7,57
spider/county_public_safety/0008,,11,70,medium,1,10,9,7,55,496,9,9,6,54,477,1,1,1,19
spider/county_public_safety/0009,,11,49,medium,1,10,9,22,158,882,9,9,17,153,824,1,5,5,58
spider/county_public_safety/0010,,23,109,medium,2,20,16,40,241,1714,18,16,23,207,1301,2,17,34,413
spider/county_public_safety/0011,,23,116,medium,2,20,16,40,241,1531,18,16,23,207,1301,2,17,34,230
spider/county_public_safety/0012,,21,141,hard,2,19,16,25,209,1335,18,16,23,207,1301,1,2,2,34
spider/county_public_safety/0013,,20,128,hard,2,19,16,24,208,1319,18,16,23,207,1301,1,1,1,18
spider/county_public_safety/0014,,26,119,medium,2,19,16,24,208,1325,18,16,23,207,1301,1,1,1,24
spider/county_public_safety/0015,,11,84,medium,1,11,9,9,60,574,9,9,6,54,477,2,3,6,97
spider/county_public_safety/0016,,13,90,hard,1,10,9,7,55,497,9,9,6,54,477,1,1,1,20
spider/county_public_safety/0018,,24,153,hard,1,10,9,7,55,501,9,9,6,54,477,1,1,1,24
spider/county_public_safety/0019,,20,122,hard,2,19,16,25,209,1330,18,16,23,207,1301,1,2,2,29
spider/county_public_safety/0020,,9,69,easy,1,10,9,12,60,522,9,9,6,54,477,1,6,6,45
spider/cre_Docs_and_Epenses/0001,,6,29,easy,1,4,3,16,46,307,3,3,15,45,289,1,1,1,18
spider/cre_Docs_and_Epenses/0002,,9,55,medium,1,5,3,30,75,510,3,3,15,45,289,2,15,30,221
spider/cre_Docs_and_Epenses/0003,,6,31,easy,1,3,2,3,5,95,2,2,2,4,78,1,1,1,17
spider/cre_Docs_and_Epenses/0004,,9,61,medium,1,4,2,4,8,156,2,2,2,4,78,2,2,4,78
spider/cre_Docs_and_Epenses/0005,,27,157,medium,2,8,4,32,94,820,5,4,17,49,367,3,15,45,453
spider/cre_Docs_and_Epenses/0006,,11,72,medium,1,5,3,17,49,333,3,3,15,45,289,2,2,4,44
spider/cre_Docs_and_Epenses/0007,,31,186,extra,2,7,4,18,51,424,5,4,17,49,367,2,1,2,57
spider/cre_Docs_and_Epenses/0008,,6,30,easy,1,8,7,16,106,922,7,7,15,105,904,1,1,1,18
spider/cre_Docs_and_Epenses/0009,,25,156,extra,1,10,7,17,111,999,7,7,15,105,904,3,2,6,95
spider/cre_Docs_and_Epenses/0010,,9,55,medium,1,9,7,30,135,1275,7,7,15,105,904,2,15,30,371
spider/cre_Docs_and_Epenses/0011,,15,87,medium,1,9,7,21,117,1066,7,7,15,105,904,2,6,12,162
spider/cre_Docs_and_Epenses/0012,,17,101,medium,1,9,7,18,111,952,7,7,15,105,904,2,3,6,48
spider/cre_Docs_and_Epenses/0013,,28,168,medium,2,11,8,25,125,1337,9,8,20,115,1089,2,5,10,248
spider/cre_Docs_and_Epenses/0014,,11,69,medium,1,9,7,20,115,966,7,7,15,105,904,2,5,10,62
spider/cre_Docs_and_Epenses/0015,,13,82,hard,1,8,7,16,106,925,7,7,15,105,904,1,1,1,21
spider/cre_Docs_and_Epenses/0016,,14,73,easy,1,8,7,19,109,938,7,7,15,105,904,1,4,4,34
spider/cre_Docs_and_Epenses/0017,,11,85,medium,1,9,7,19,113,965,7,7,15,105,904,2,4,8,61
spider/cre_Docs_and_Epenses/0018,,13,99,hard,1,8,7,16,106,932,7,7,15,105,904,1,1,1,28
spider/cre_Docs_and_Epenses/0019,,14,88,easy,1,8,7,16,106,932,7,7,15,105,904,1,1,1,28
spider/cre_Docs_and_Epenses/0020,,30,178,medium,2,11,9,18,111,1058,9,9,17,109,982,2,1,2,76
spider/cre_Docs_and_Epenses/0021,,12,110,medium,1,6,3,10,30,336,3,3,5,15,168,3,5,15,168
spider/cre_Docs_and_Epenses/0022,,12,90,easy,1,4,3,6,16,204,3,3,5,15,168,1,1,1,36
spider/cre_Docs_and_Epenses/0023,,27,190,medium,2,13,9,35,165,1657,10,9,20,120,1072,3,15,45,585
spider/cre_Docs_and_Epenses/0024,,6,29,easy,1,3,2,6,11,202,2,2,5,10,185,1,1,1,17
spider/cre_Docs_and_Epenses/0025,,9,55,medium,1,4,2,10,20,370,2,2,5,10,185,2,5,10,185
spider/cre_Docs_and_Epenses/0026,,32,164,medium,2,11,8,24,123,1241,9,8,20,115,1089,2,4,8,152
spider/cre_Docs_and_Epenses/0027,,26,136,medium,2,10,8,21,116,1134,9,8,20,115,1089,1,1,1,45
spider/cre_Docs_and_Epenses/0028,,6,37,easy,1,3,2,4,7,117,2,2,3,6,100,1,1,1,17
spider/cre_Docs_and_Epenses/0029,,9,77,medium,1,4,2,6,12,200,2,2,3,6,100,2,3,6,100
spider/cre_Docs_and_Epenses/0030,,12,83,easy,1,3,2,4,7,143,2,2,3,6,100,1,1,1,43
spider/cre_Docs_and_Epenses/0031,,6,44,easy,1,4,3,11,31,264,3,3,10,30,246,1,1,1,18
spider/cre_Docs_and_Epenses/0032,,12,77,easy,1,4,3,12,32,273,3,3,10,30,246,1,2,2,27
spider/cre_Docs_and_Epenses/0033,,27,192,medium,2,8,4,23,66,611,5,4,13,36,346,3,10,30,265
spider/cre_Docs_and_Epenses/0034,,26,177,medium,2,6,4,19,42,392,5,4,13,36,346,1,6,6,46
spider/cre_Docs_and_Epenses/0035,,11,95,medium,1,5,3,13,36,300,3,3,10,30,246,2,3,6,54
spider/cre_Docs_and_Epenses/0036,,13,109,hard,1,4,3,11,31,272,3,3,10,30,246,1,1,1,26
spider/cre_Docs_and_Epenses/0037,,12,88,hard,2,11,9,30,140,1190,10,9,25,135,1150,1,5,5,40
spider/cre_Docs_and_Epenses/0038,,18,120,hard,2,11,9,26,136,1171,10,9,25,135,1150,1,1,1,21
spider/cre_Docs_and_Epenses/0039,,26,146,hard,2,11,9,32,142,1201,10,9,25,135,1150,1,7,7,51
spider/cre_Docs_and_Epenses/0040,,15,114,extra,2,11,9,26,136,1167,10,9,25,135,1150,1,1,1,17
spider/cre_Docs_and_Epenses/0042,,20,117,hard,1,4,3,24,54,392,3,3,15,45,289,1,9,9,103
spider/cre_Doc_Control_Systems/0001,,6,53,easy,1,3,2,6,9,172,2,2,3,6,122,1,3,3,50
spider/cre_Doc_Control_Systems/0002,,12,99,easy,1,3,2,4,7,177,2,2,3,6,122,1,1,1,55
spider/cre_Doc_Control_Systems/0003,,6,50,easy,1,3,2,6,9,130,2,2,3,6,83,1,3,3,47
spider/cre_Doc_Control_Systems/0004,,12,92,easy,1,3,2,4,7,117,2,2,3,6,83,1,1,1,34
spider/cre_Doc_Control_Systems/0005,,6,52,easy,1,4,3,10,20,196,3,3,5,15,138,1,5,5,58
spider/cre_Doc_Control_Systems/0006,,12,86,easy,1,4,3,6,16,167,3,3,5,15,138,1,1,1,29
spider/cre_Doc_Control_Systems/0007,,6,28,easy,1,3,2,8,12,118,2,2,4,8,87,1,4,4,31
spider/cre_Doc_Control_Systems/0008,,12,58,easy,1,3,2,5,9,117,2,2,4,8,87,1,1,1,30
spider/cre_Doc_Control_Systems/0009,,6,31,easy,1,5,4,7,25,172,4,4,6,24,155,1,1,1,17
spider/cre_Doc_Control_Systems/0010,,26,128,medium,2,7,5,11,33,272,6,5,10,32,242,1,1,1,30
spider/cre_Doc_Control_Systems/0011,,9,55,medium,1,9,7,30,135,1223,7,7,15,105,829,2,15,30,394
spider/cre_Doc_Control_Systems/0012,,29,156,medium,2,9,5,14,44,350,6,5,10,32,242,3,4,12,108
spider/cre_Doc_Control_Systems/0013,,35,203,medium,2,8,5,12,36,316,6,5,10,32,242,2,2,4,74
spider/cre_Doc_Control_Systems/0014,,24,204,medium,2,10,8,19,112,1006,9,8,18,111,951,1,1,1,55
spider/cre_Doc_Control_Systems/0015,,12,67,easy,1,8,7,16,106,846,7,7,15,105,829,1,1,1,17
spider/cre_Doc_Control_Systems/0016,,12,63,easy,1,8,7,16,106,860,7,7,15,105,829,1,1,1,31
spider/cre_Doc_Control_Systems/0017,,19,105,medium,1,8,7,19,109,859,7,7,15,105,829,1,4,4,30
spider/cre_Doc_Control_Systems/0018,,24,194,medium,2,11,9,21,121,998,10,9,20,120,967,1,1,1,31
spider/cre_Doc_Control_Systems/0019,,23,186,medium,2,11,9,21,121,984,10,9,20,120,967,1,1,1,17
spider/cre_Doc_Control_Systems/0020,,34,299,extra,2,12,9,21,122,1032,10,9,20,120,967,2,1,2,65
spider/cre_Doc_Control_Systems/0021,,12,57,easy,1,8,7,16,106,873,7,7,15,105,829,1,1,1,44
spider/cre_Doc_Control_Systems/0022,,23,156,medium,2,6,5,26,64,549,5,5,24,62,520,1,2,2,29
spider/cre_Doc_Control_Systems/0023,,12,64,easy,1,4,3,15,43,468,3,3,14,42,424,1,1,1,44
spider/cre_Doc_Control_Systems/0024,,42,301,extra,2,11,9,22,122,991,10,9,20,120,967,1,2,2,24
spider/cre_Doc_Control_Systems/0025,,42,310,extra,2,11,9,22,122,990,10,9,20,120,967,1,2,2,23
spider/cre_Doc_Control_Systems/0026,,12,64,easy,1,4,3,16,46,196,3,3,15,45,174,1,1,1,22
spider/cre_Doc_Control_Systems/0027,,12,56,easy,1,4,3,9,25,134,3,3,8,24,117,1,1,1,17
spider/cre_Doc_Control_Systems/0028,,20,126,hard,1,5,3,9,26,162,3,3,8,24,117,2,1,2,45
spider/cre_Doc_Control_Systems/0029,,17,95,medium,1,5,3,9,26,152,3,3,8,24,117,2,1,2,35
spider/cre_Doc_Control_Systems/0030,,24,172,medium,2,9,7,11,41,288,8,7,10,40,263,1,1,1,25
spider/cre_Doc_Control_Systems/0031,,23,172,hard,2,9,7,13,43,306,8,7,10,40,263,1,3,3,43
spider/cre_Doc_Control_Systems/0032,,34,304,extra,2,10,7,11,42,303,8,7,10,40,263,2,1,2,40
spider/cre_Doc_Control_Systems/0033,,13,101,medium,1,6,4,8,24,179,4,4,4,16,108,2,4,8,71
spider/cre_Doc_Tracking_DB/0001,,6,33,easy,1,3,2,16,31,402,2,2,15,30,384,1,1,1,18
spider/cre_Doc_Tracking_DB/0002,,9,57,medium,1,4,2,30,60,768,2,2,15,30,384,2,15,30,384
spider/cre_Doc_Tracking_DB/0003,,6,39,easy,1,4,3,5,13,135,3,3,4,12,118,1,1,1,17
