name,status,total_queries,n_questions,final_queries,splits,results
spider/body_builder/0020,2,0,0,,,
spider/local_govt_mdm/0011,2,0,0,,,
spider/candidate_poll/0020,2,0,0,,,
spider/allergy_1/0014,2,0,0,,,
spider/company_office/0018,2,0,0,,,
spider/small_bank_1/0012,2,0,0,,,
spider/scientist_1/0005,0,38,2,"['SELECT meanhours AS avg_hours_ FROM (SELECT AVG(hours) AS meanhours FROM `projects`) ORDER BY avg_hours_', 'SELECT DISTINCT AVG(hours) OVER () AS avg_hours_ FROM `projects` ORDER BY avg_hours_', 'SELECT meanhours AS avg_hours_ FROM (SELECT AVG(hours) AS meanhours FROM (SELECT code, hours, AVG(hours) AS meanhours FROM `projects` GROUP BY code, hours)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS LEFT JOIN `projects` AS RHS ON (LHS.code = RHS.code AND LHS.name = RHS.name AND LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.meanhours AS meanhours FROM `projects` AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.code = RHS.code AND LHS.name = RHS.name AND LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.name AS name_other, RHS.hours AS hours_other, RHS.meanhours AS meanhours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.code = RHS.code)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.meanhours AS meanhours FROM `projects` AS LHS LEFT JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.code = RHS.code AND LHS.name = RHS.name AND LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT meanhours AS avg_hours_ FROM (SELECT LHS.meanhours AS meanhours, RHS.meanhours AS meanhours_other FROM (SELECT AVG(hours) AS meanhours FROM `projects`) AS LHS CROSS JOIN (SELECT AVG(hours) AS meanhours FROM `projects`) AS RHS) WHERE (meanhours >= meanhours_other) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.name AS name_other, RHS.hours AS hours_other, RHS.meanhours AS meanhours FROM `projects` AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.code = RHS.code)) ORDER BY avg_hours_', 'SELECT DISTINCT AVG(hours) OVER () AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.name AS name_other FROM `projects` AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code AND LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT meanhours AS avg_hours_ FROM (SELECT LHS.meanhours AS meanhours, RHS.meanhours AS meanhours_other FROM (SELECT AVG(hours) AS meanhours FROM `projects`) AS LHS CROSS JOIN (SELECT AVG(hours) AS meanhours FROM `projects`) AS RHS) WHERE (meanhours = meanhours_other) ORDER BY avg_hours_', 'SELECT meanhours AS avg_hours_ FROM (SELECT AVG(hours) AS meanhours FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.name AS name_other FROM `projects` AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code AND LHS.hours = RHS.hours))) ORDER BY avg_hours_', 'SELECT meanhours AS avg_hours_ FROM (SELECT LHS.meanhours AS meanhours, RHS.meanhours AS meanhours_other FROM (SELECT AVG(hours) AS meanhours FROM `projects`) AS LHS CROSS JOIN (SELECT AVG(hours) AS meanhours FROM `projects`) AS RHS) WHERE (meanhours <= meanhours_other) ORDER BY avg_hours_', 'SELECT DISTINCT AVG(hours) OVER () AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.name AS name_other, RHS.hours AS hours_other FROM `projects` AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code)) ORDER BY avg_hours_', 'SELECT meanhours AS avg_hours_ FROM (SELECT AVG(hours) AS meanhours FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.hours AS hours_other FROM `projects` AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code AND LHS.name = RHS.name))) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.name AS name_other, RHS.meanhours AS meanhours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.code = RHS.code AND LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT DISTINCT AVG(hours) OVER () AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.hours AS hours_other FROM `projects` AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code AND LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT meanhours AS avg_hours_ FROM (SELECT AVG(hours) AS meanhours FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.name AS name_other, RHS.hours AS hours_other FROM `projects` AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code))) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.name AS name_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code AND LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.name AS name_other, RHS.meanhours AS meanhours FROM `projects` AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.code = RHS.code AND LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.hours AS hours_other, RHS.meanhours AS meanhours FROM `projects` AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.code = RHS.code AND LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.hours AS hours_other, RHS.meanhours AS meanhours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.code = RHS.code AND LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.hours AS hours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code AND LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.name AS name_other, RHS.hours AS hours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN `projects` AS RHS ON (LHS.code = RHS.code)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.code AS code_other, RHS.hours AS hours_other, RHS.meanhours AS meanhours FROM `projects` AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.code AS code_other, RHS.hours AS hours_other, RHS.meanhours AS meanhours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.code AS code_other, RHS.hours AS hours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN `projects` AS RHS ON (LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.code AS code_other, RHS.name AS name_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN `projects` AS RHS ON (LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.code AS code_other, RHS.name AS name_other, RHS.meanhours AS meanhours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.code AS code_other, RHS.name AS name_other, RHS.meanhours AS meanhours FROM `projects` AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.hours = RHS.hours)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, RHS.code AS code_other, RHS.meanhours AS meanhours FROM `projects` AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.hours = RHS.hours AND LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.code AS code_other, RHS.meanhours AS meanhours_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS RHS ON (LHS.hours = RHS.hours AND LHS.name = RHS.name)) ORDER BY avg_hours_', 'SELECT DISTINCT meanhours AS avg_hours_ FROM (SELECT LHS.code AS code, LHS.name AS name, LHS.hours AS hours, LHS.meanhours AS meanhours, RHS.code AS code_other FROM (SELECT code, name, hours, AVG(hours) OVER () AS meanhours FROM `projects`) AS LHS INNER JOIN `projects` AS RHS ON (LHS.hours = RHS.hours AND LHS.name = RHS.name)) ORDER BY avg_hours_']","[[33, 1, 2, 2]]",[True]
spider/cre_Doc_Tracking_DB/0033,2,0,0,,,
spider/soccer_2/0036,0,118,4,"[""SELECT `hs` AS `max_t1_hs_`, `ppos` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs`, `RHS`.`cname` AS `cname`, `RHS`.`ppos` AS `ppos`, `RHS`.`decision` AS `decision` FROM `player` AS `LHS` INNER JOIN `tryout` AS `RHS` ON (`LHS`.`pid` = `RHS`.`pid`)) AS `LHS` INNER JOIN (SELECT * FROM `player` WHERE (`hs` != '1000')) AS RHS ON (LHS.pid = RHS.pid AND LHS.pname = RHS.pname AND LHS.ycard = RHS.ycard AND LHS.hs = RHS.hs)) AS LHS INNER JOIN (SELECT ycard, MAX(hs) AS hs FROM `player` GROUP BY ycard) AS RHS ON (LHS.ycard = RHS.ycard AND LHS.hs = RHS.hs)) ORDER BY max_t1_hs_"", ""SELECT `hs` AS `max_t1_hs_`, `ppos` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs`, `RHS`.`cname` AS `cname`, `RHS`.`ppos` AS `ppos`, `RHS`.`decision` AS `decision` FROM `player` AS `LHS` INNER JOIN `tryout` AS `RHS` ON (`LHS`.`pid` = `RHS`.`pid`)) AS `LHS` INNER JOIN (SELECT * FROM `player` WHERE (`hs` != '1000')) AS `RHS` ON (`LHS`.`pid` = `RHS`.`pid` AND `LHS`.`pname` = `RHS`.`pname` AND `LHS`.`ycard` = `RHS`.`ycard` AND `LHS`.`hs` = `RHS`.`hs`)) AS `LHS` INNER JOIN (SELECT `ycard`, MAX(`hs`) AS `hs` FROM `player` WHERE (`hs` != '1000') GROUP BY ycard) AS RHS ON (LHS.ycard = RHS.ycard AND LHS.hs = RHS.hs)) ORDER BY max_t1_hs_"", ""SELECT `hs` AS `max_t1_hs_`, `ppos` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision`, `RHS`.`pname` AS `pname`, `RHS`.`ycard` AS `ycard`, `RHS`.`hs` AS `hs` FROM `tryout` AS `LHS` INNER JOIN (SELECT * FROM `player` WHERE (`hs` != '1000')) AS `RHS` ON (`LHS`.`pid` = `RHS`.`pid`)) AS `LHS` INNER JOIN (SELECT `ycard`, MAX(`hs`) AS `hs` FROM `player` WHERE (`hs` != '1000') GROUP BY ycard) AS RHS ON (LHS.ycard = RHS.ycard AND LHS.hs = RHS.hs)) ORDER BY max_t1_hs_"", ""SELECT `hs` AS `max_t1_hs_`, `ppos` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision`, `RHS`.`pname` AS `pname`, `RHS`.`ycard` AS `ycard`, `RHS`.`hs` AS `hs` FROM `tryout` AS `LHS` INNER JOIN (SELECT * FROM `player` WHERE (`hs` != '1000')) AS RHS ON (LHS.pid = RHS.pid)) AS LHS INNER JOIN (SELECT ycard, MAX(hs) AS hs FROM `player` GROUP BY ycard) AS RHS ON (LHS.ycard = RHS.ycard AND LHS.hs = RHS.hs)) ORDER BY max_t1_hs_"", ""SELECT `hs` AS `max_t1_hs_`, `ppos` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs`, `LHS`.`cname` AS `cname`, `LHS`.`ppos` AS `ppos`, `LHS`.`decision` AS `decision` FROM (SELECT `LHS`.`pid` AS `pid`, `LHS`.`pname` AS `pname`, `LHS`.`ycard` AS `ycard`, `LHS`.`hs` AS `hs`, `RHS`.`cname` AS `cname`, `RHS`.`ppos` AS `ppos`, `RHS`.`decision` AS `decision` FROM `player` AS `LHS` INNER JOIN `tryout` AS `RHS` ON (`LHS`.`pid` = `RHS`.`pid`)) AS `LHS` INNER JOIN (SELECT `ycard`, MAX(`hs`) AS `hs` FROM `player` WHERE (`hs` != '1000') GROUP BY ycard) AS RHS ON (LHS.ycard = RHS.ycard AND LHS.hs = RHS.hs)) ORDER BY max_t1_hs_""]","[[56, 10, 5, 11], [10, 5, 11], [10, 5]]","[False, False, False]"
spider/college_2/0009,2,0,0,,,
spider/activity_1/0006,2,0,0,,,
spider/epinions_1/0016,2,0,0,,,
spider/college_3/0002,0,3,1,"[""SELECT DISTINCT COUNT(*) OVER () AS `count___` FROM `course` WHERE (`credits` > '2') ORDER BY count___"", ""SELECT DISTINCT COUNT(*) OVER () AS `count___` FROM (SELECT `LHS`.`cid` AS `cid`, `LHS`.`cname` AS `cname`, `LHS`.`credits` AS `credits`, `LHS`.`instructor` AS `instructor`, `LHS`.`days` AS `days`, `LHS`.`hours` AS `hours`, `LHS`.`dno` AS `dno` FROM `course` AS `LHS` INNER JOIN (SELECT * FROM `course` WHERE (`credits` > '2')) AS RHS ON (LHS.cid = RHS.cid AND LHS.cname = RHS.cname AND LHS.credits = RHS.credits AND LHS.instructor = RHS.instructor AND LHS.days = RHS.days AND LHS.hours = RHS.hours AND LHS.dno = RHS.dno)) ORDER BY count___"", ""SELECT `n` AS `count___` FROM (SELECT COUNT() AS `n` FROM (SELECT * FROM `course` WHERE (`credits` > '2'))) ORDER BY count___""]",[],[]
spider/wedding/0007,2,0,0,,,
spider/journal_committee/0013,0,13,1,"['SELECT editor_id, name, n AS count___ FROM (SELECT editor_id, name, COUNT() AS n FROM (SELECT LHS.editor_id AS editor_id, LHS.name AS name, LHS.age AS age, RHS.journal_id AS journal_id, RHS.work_type AS work_type FROM `editor` AS LHS INNER JOIN `journal_committee` AS RHS ON (LHS.editor_id = RHS.editor_id)) GROUP BY editor_id, name) ORDER BY editor_id', 'SELECT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, RHS.name AS name, RHS.age AS age FROM (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS LHS LEFT JOIN `editor` AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id', 'SELECT editor_id, name, n AS count___ FROM (SELECT editor_id, name, COUNT() AS n FROM (SELECT LHS.editor_id AS editor_id, LHS.journal_id AS journal_id, LHS.work_type AS work_type, RHS.name AS name, RHS.age AS age FROM `journal_committee` AS LHS LEFT JOIN `editor` AS RHS ON (LHS.editor_id = RHS.editor_id)) GROUP BY editor_id, name) ORDER BY editor_id', 'SELECT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.name AS name, LHS.age AS age, RHS.n AS n FROM `editor` AS LHS INNER JOIN (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id', 'SELECT editor_id, name, n AS count___ FROM (SELECT editor_id, name, COUNT() AS n FROM (SELECT LHS.editor_id AS editor_id, LHS.journal_id AS journal_id, LHS.work_type AS work_type, RHS.name AS name, RHS.age AS age FROM `journal_committee` AS LHS INNER JOIN `editor` AS RHS ON (LHS.editor_id = RHS.editor_id)) GROUP BY editor_id, name) ORDER BY editor_id', 'SELECT editor_id, name, n AS count___ FROM (SELECT editor_id, name, COUNT() AS n FROM (SELECT LHS.editor_id AS editor_id, LHS.name AS name, LHS.age AS age, RHS.journal_id AS journal_id, RHS.work_type AS work_type FROM `editor` AS LHS INNER JOIN `journal_committee` AS RHS ON (LHS.editor_id = RHS.editor_id)) GROUP BY editor_id, name) ORDER BY editor_id', 'SELECT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.name AS name, LHS.age AS age, RHS.n AS n FROM `editor` AS LHS INNER JOIN (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id', 'SELECT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, RHS.name AS name, RHS.age AS age FROM (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS LHS INNER JOIN `editor` AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id', 'SELECT DISTINCT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, LHS.editor_id_other AS editor_id_other, LHS.n_other AS n_other, RHS.name AS name, RHS.age AS age FROM (SELECT * FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, RHS.editor_id AS editor_id_other, RHS.n AS n_other FROM (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS LHS CROSS JOIN (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS RHS) WHERE (n <= n_other)) AS LHS LEFT JOIN `editor` AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id', 'SELECT DISTINCT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.name AS name, LHS.age AS age, LHS.journal_id AS journal_id, LHS.work_type AS work_type, RHS.n AS n FROM (SELECT LHS.editor_id AS editor_id, LHS.name AS name, LHS.age AS age, RHS.journal_id AS journal_id, RHS.work_type AS work_type FROM `editor` AS LHS INNER JOIN `journal_committee` AS RHS ON (LHS.editor_id = RHS.editor_id)) AS LHS INNER JOIN (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id', 'SELECT DISTINCT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, LHS.editor_id_other AS editor_id_other, LHS.n_other AS n_other, RHS.name AS name, RHS.age AS age FROM (SELECT * FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, RHS.editor_id AS editor_id_other, RHS.n AS n_other FROM (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS LHS CROSS JOIN (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS RHS) WHERE (n = n_other)) AS LHS LEFT JOIN `editor` AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id', 'SELECT DISTINCT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, LHS.editor_id_other AS editor_id_other, LHS.n_other AS n_other, RHS.name AS name, RHS.age AS age FROM (SELECT * FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, RHS.editor_id AS editor_id_other, RHS.n AS n_other FROM (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS LHS CROSS JOIN (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS RHS) WHERE (n != n_other)) AS LHS LEFT JOIN `editor` AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id', 'SELECT DISTINCT editor_id, name, n AS count___ FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, LHS.editor_id_other AS editor_id_other, LHS.n_other AS n_other, RHS.name AS name, RHS.age AS age FROM (SELECT * FROM (SELECT LHS.editor_id AS editor_id, LHS.n AS n, RHS.editor_id AS editor_id_other, RHS.n AS n_other FROM (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS LHS CROSS JOIN (SELECT editor_id, COUNT() AS n FROM `journal_committee` GROUP BY editor_id) AS RHS) WHERE (n >= n_other)) AS LHS LEFT JOIN `editor` AS RHS ON (LHS.editor_id = RHS.editor_id)) ORDER BY editor_id']",[],[]
