name,solution,query,cube_length,kw_length,sql_kw_SELECT,sql_kw_DISTINCT,sql_kw_FROM,sql_kw_ON,sql_kw_WHERE,sql_kw_OVER,sql_kw_DESC,sql_kw_LIMIT,sql_kw_OR,sql_kw_NOT,sql_kw_EXISTS,sql_kw_GROUP,sql_kw_AVG,sql_kw_USER,sql_kw_TIME,sql_kw_COUNT,sql_kw_ROWS,sql_kw_UNBOUNDED,sql_kw_PRECEDING,sql_kw_INTERSECT,sql_kw_POSITION,sql_kw_RESULT,sql_kw_YEAR,sql_kw_RANGE,sql_kw_NO,sql_kw_MONTH,sql_kw_START,sql_kw_END,sql_kw_CHARACTER,sql_kw_REF,sql_kw_BY,dsl_op_summarise,dsl_op_natural_join,dsl_op_filter,dsl_op_mutate,dsl_op_inner_join,dsl_op_left_join,dsl_op_natural_join3,dsl_op_cross_join,dsl_op_anti_join,dsl_op_semi_join,dsl_op_natural_join4,dsl_op_intersect,dsl_op_union
spider/store_1/0031,"filter(input0, ""first_name == 'Nancy' & last_name == 'Edwards'"")","SELECT `phone`
FROM `df_employees`
WHERE (`first_name` = 'Nancy'
       AND `last_name` = 'Edwards')
ORDER BY phone;",1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spider/shop_membership/0002,"intersect(input0, input0, 'name'), left_join(line0, input0)","SELECT name,
       address_road,
       city
FROM
  (SELECT LHS.name AS name,
          RHS.branch_id AS branch_id,
          RHS.open_year AS open_year,
          RHS.address_road AS address_road,
          RHS.city AS city,
          RHS.membership_amount AS membership_amount
   FROM
     (SELECT name
      FROM df_branch INTERSECT SELECT name
      FROM df_branch) AS LHS
   LEFT JOIN df_branch AS RHS ON (LHS.name = RHS.name))
ORDER BY name;",2,10,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
spider/shop_membership/0017,"filter(input0, 'open_year == 2001L'), intersect(line0, input0, 'city')","SELECT city
FROM
  (SELECT city
   FROM df_branch
   WHERE (open_year = 2001) INTERSECT
     SELECT city
     FROM df_branch)
ORDER BY city;",2,8,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
spider/shop_membership/0008,"summarise(input0, 'n = n()', ""'level'""), mutate(line0, 'n = n()')","SELECT DISTINCT COUNT(*) OVER () AS count_distinct_level_
FROM
  (SELECT LEVEL,
          COUNT() AS n
   FROM df_member
   GROUP BY LEVEL)
ORDER BY count_distinct_level_;",2,6,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
spider/shop_membership/0003,"limit(input0, 'desc(membership_amount)')","SELECT name
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM df_branch
      ORDER BY membership_amount DESC)
   LIMIT 3);",0,8,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/shop_membership/0013,"anti_join(input0, input1, '')","SELECT name
FROM
  (SELECT *
   FROM df_member AS LHS
   WHERE NOT EXISTS
       (SELECT 1
        FROM df_membership_register_branch AS RHS
        WHERE (LHS.member_id = RHS.member_id) ))
ORDER BY name;",1,10,3,0,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spider/shop_membership/0006,"filter(input0, ""city == 'London'""), mutate(line0, 'maxmembership_amount = max(membership_amount)'), mutate(line1, 'membership_amount = min(membership_amount)')","SELECT DISTINCT MIN(`membership_amount`) OVER () AS `min_membership_amount_`,
                                              `maxmembership_amount` AS `max_membership_amount_`
FROM
  (SELECT `branch_id`,
          `name`,
          `open_year`,
          `address_road`,
          `city`,
          `membership_amount`,
          MAX(`membership_amount`) OVER () AS `maxmembership_amount`
   FROM
     (SELECT *
      FROM `df_branch`
      WHERE (`city` = 'London')))
ORDER BY min_membership_amount_;",3,10,3,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
spider/shop_membership/0004,"intersect(input0, input0, 'city')","SELECT city
FROM
  (SELECT city
   FROM df_branch INTERSECT SELECT city
   FROM df_branch)
ORDER BY city;",1,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
spider/shop_membership/0015,"filter(input1, 'register_year == 2016L'), summarise(line0, 'n_distinct = n_distinct(register_year)', ""'branch_id','register_year'""), inner_join(input0, line1, ""'branch_id' = 'n_distinct'"")","SELECT DISTINCT name,
                open_year
FROM
  (SELECT LHS.branch_id AS branch_id,
          LHS.name AS name,
          LHS.open_year AS open_year,
          LHS.address_road AS address_road,
          LHS.city AS city,
          LHS.membership_amount AS membership_amount,
          RHS.branch_id AS branch_id_other,
          RHS.register_year AS register_year
   FROM df_branch AS LHS
   INNER JOIN
     (SELECT branch_id,
             register_year,
             COUNT(DISTINCT register_year) AS n_distinct
      FROM df_membership_register_branch
      WHERE (register_year = 2016)
      GROUP BY branch_id,
               register_year) AS RHS ON (LHS.branch_id = RHS.n_distinct))
ORDER BY name;",3,10,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
spider/shop_membership/0005,"summarise(input0, 'n = n()', ""'city','open_year'""), filter(line0, 'n == 2L')","SELECT open_year
FROM
  (SELECT city,
          open_year,
          COUNT() AS n
   FROM df_branch
   GROUP BY city,
            open_year)
WHERE (n = 2)
ORDER BY open_year;",2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/shop_membership/0016,"filter(input1, 'register_year == 2016L'), semi_join(input0, line0)","SELECT name,
       hometown
FROM
  (SELECT *
   FROM df_member AS LHS
   WHERE EXISTS
       (SELECT 1
        FROM
          (SELECT *
           FROM df_membership_register_branch
           WHERE (register_year = 2016)) AS RHS
        WHERE (LHS.member_id = RHS.member_id) ))
ORDER BY name;",2,12,4,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
spider/shop_membership/0020,"filter(input0, 'level == 6L'), natural_join(input1, line0), mutate(line1, 'n = n()')","SELECT DISTINCT COUNT(*) OVER () AS count___
FROM
  (SELECT LHS.member_id AS member_id,
          LHS.branch_id AS branch_id,
          LHS.year AS YEAR,
          LHS.total_pounds AS total_pounds,
          RHS.card_number AS card_number,
          RHS.name AS name,
          RHS.hometown AS hometown,
          RHS.level AS LEVEL
   FROM df_purchase AS LHS
   INNER JOIN
     (SELECT *
      FROM df_member
      WHERE (LEVEL = 6)) AS RHS ON (LHS.member_id = RHS.member_id))
ORDER BY count___;",3,11,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
spider/shop_membership/0007,"summarise(input0, 'n = n()', ""'city'""), filter(line0, 'n != 2010L'), mutate(line1, 'n = n()')","SELECT city,
       COUNT(*) OVER () AS count___
FROM
  (SELECT city,
          COUNT() AS n
   FROM df_branch
   GROUP BY city)
WHERE (n != 2010)
ORDER BY city;",3,6,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
spider/shop_membership/0001,"summarise(input0, 'n = n()', ""'city'""), inner_join(line0, input0, ""'n' = 'branch_id','city' = 'city'""), summarise(line1, 'n_distinct = n_distinct(membership_amount)', ""'branch_id','open_year'"")","SELECT branch_id AS count___
FROM
  (SELECT branch_id,
          open_year,
          COUNT(DISTINCT membership_amount) AS n_distinct
   FROM
     (SELECT city,
             n,
             name,
             open_year,
             address_road,
             membership_amount,
             n AS branch_id
      FROM
        (SELECT LHS.city AS city,
                LHS.n AS n,
                RHS.name AS name,
                RHS.open_year AS open_year,
                RHS.address_road AS address_road,
                RHS.membership_amount AS membership_amount
         FROM
           (SELECT city,
                   COUNT() AS n
            FROM df_branch
            GROUP BY city) AS LHS
         INNER JOIN df_branch AS RHS ON (LHS.n = RHS.branch_id
                                         AND LHS.city = RHS.city)))
   GROUP BY branch_id,
            open_year)
ORDER BY count___;",3,12,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
spider/shop_membership/0014,"cross_join(input0, input1, 'branch_id == branch_id.other | branch_id == branch_id.other'), anti_join(input0, line0, ""'branch_id','membership_amount'"")","SELECT name,
       city
FROM
  (SELECT *
   FROM df_branch AS LHS
   WHERE NOT EXISTS
       (SELECT 1
        FROM
          (SELECT *
           FROM
             (SELECT LHS.branch_id AS branch_id,
                     LHS.name AS name,
                     LHS.open_year AS open_year,
                     LHS.address_road AS address_road,
                     LHS.city AS city,
                     LHS.membership_amount AS membership_amount,
                     RHS.member_id AS member_id,
                     RHS.branch_id AS branch_id_other,
                     RHS.register_year AS register_year
              FROM df_branch AS LHS
              CROSS JOIN df_membership_register_branch AS RHS)
           WHERE (branch_id = branch_id_other
                  OR branch_id = branch_id_other)) AS RHS
        WHERE (LHS.branch_id = RHS.branch_id
               AND LHS.membership_amount = RHS.membership_amount) ))
ORDER BY name;",2,16,5,0,5,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spider/shop_membership/0009,df_member,"SELECT card_number,
       name,
       hometown
FROM df_member
ORDER BY card_number;",0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/shop_membership/0010,"summarise(input0, 'n = n()', ""'level','name'""), limit(line0, 'name')","SELECT LEVEL
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT LEVEL,
                name,
                COUNT() AS n
         FROM df_member
         GROUP BY LEVEL,
                  name)
      ORDER BY name)
   LIMIT 1);",1,9,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spider/movie_1/0042,"filter(input0, ""name == 'Brittany Harris'""), semi_join(input1, line0), anti_join(input1, line1, ""'mid'"")","SELECT DISTINCT `mid`
FROM
  (SELECT *
   FROM `df_rating` AS `LHS`
   WHERE NOT EXISTS
       (SELECT 1
        FROM
          (SELECT *
           FROM `df_rating` AS `LHS`
           WHERE EXISTS
               (SELECT 1
                FROM
                  (SELECT *
                   FROM `df_reviewer`
                   WHERE (`name` = 'Brittany Harris')) AS RHS
                WHERE (LHS.rid = RHS.rid) )) AS RHS
        WHERE (LHS.mid = RHS.mid) ))
ORDER BY mid;",3,21,6,1,6,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
spider/movie_1/0033,"summarise(input1, 'meanstars = mean(stars, na.rm = T)', ""'mid'""), left_join(line0, input0), limit(line1, 'meanstars')","SELECT title,
       meanstars AS avg_t1_stars_
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT LHS.mid AS mid,
                LHS.meanstars AS meanstars,
                RHS.title AS title,
                RHS.year AS YEAR,
                RHS.director AS director
         FROM
           (SELECT mid,
                   AVG(stars) AS meanstars
            FROM df_rating
            GROUP BY mid) AS LHS
         LEFT JOIN df_movie AS RHS ON (LHS.mid = RHS.mid))
      ORDER BY meanstars)
   LIMIT 1);",2,13,5,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
spider/movie_1/0002,"filter(input0, ""director == 'James Cameron' & year > 2000L""), semi_join(line0, input0)","SELECT `title`
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM `df_movie`
      WHERE (`director` = 'James Cameron'
             AND YEAR > 2000)) AS LHS
   WHERE EXISTS
       (SELECT 1
        FROM df_movie AS RHS
        WHERE (LHS.mid = RHS.mid
               AND LHS.title = RHS.title
               AND LHS.year = RHS.year
               AND LHS.director = RHS.director) ))
ORDER BY title;",2,13,4,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
spider/movie_1/0017,"summarise(input1, 'stars = max(stars)', ''), natural_join(input0, line0), mutate(line1, 'year = max(year)')","SELECT DISTINCT stars AS max_t1_stars_,
                MAX(YEAR) OVER () AS YEAR
FROM
  (SELECT LHS.mid AS mid,
          LHS.title AS title,
          LHS.year AS YEAR,
          LHS.director AS director,
          RHS.stars AS stars
   FROM df_movie AS LHS
   CROSS JOIN
     (SELECT MAX(stars) AS stars
      FROM df_rating) AS RHS)
ORDER BY max_t1_stars_;",3,11,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
spider/movie_1/0008,"filter(input0, 'stars > 3L'), summarise(line0, 'n = n()', '')","SELECT n AS count___
FROM
  (SELECT COUNT() AS n
   FROM
     (SELECT *
      FROM df_rating
      WHERE (stars > 3)))
ORDER BY count___;",2,7,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/movie_1/0039,"natural_join(input0, input1), filter(line0, 'stars >= 3L | stars >= 5L')","SELECT title
FROM
  (SELECT LHS.mid AS mid,
          LHS.title AS title,
          LHS.year AS YEAR,
          LHS.director AS director,
          RHS.rid AS rid,
          RHS.stars AS stars,
          RHS.ratingdate AS ratingdate
   FROM df_movie AS LHS
   INNER JOIN df_rating AS RHS ON (LHS.mid = RHS.mid))
WHERE (stars >= 3
       OR stars >= 5)
ORDER BY title;",2,8,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
spider/movie_1/0038,"summarise(input1, 'n = n()', ""'mid','stars'""), left_join(input0, line0), filter(line1, 'n != 1L')","SELECT title,
       mid
FROM
  (SELECT LHS.mid AS mid,
          LHS.title AS title,
          LHS.year AS YEAR,
          LHS.director AS director,
          RHS.stars AS stars,
          RHS.n AS n
   FROM df_movie AS LHS
   LEFT JOIN
     (SELECT mid,
             stars,
             COUNT() AS n
      FROM df_rating
      GROUP BY mid,
               stars) AS RHS ON (LHS.mid = RHS.mid))
WHERE (n != 1)
ORDER BY title;",3,9,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
spider/movie_1/0003,"filter(input0, 'year <= 2000L'), summarise(line0, 'n_distinct = n_distinct(year)', '')","SELECT n_distinct AS count___
FROM
  (SELECT COUNT(DISTINCT YEAR) AS n_distinct
   FROM
     (SELECT *
      FROM df_movie
      WHERE (YEAR <= 2000)))
ORDER BY count___;",2,10,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/movie_1/0027,"inner_join(input0, input0, ""'director'""), cross_join(line0, input0, 'title != title.other')","SELECT DISTINCT title,
                director
FROM
  (SELECT LHS.mid AS mid,
          LHS.title AS title,
          LHS.year AS YEAR,
          LHS.director AS director,
          LHS.mid_other AS mid_other,
          LHS.title_other AS title_other,
          LHS.year_other AS year_other,
          RHS.mid AS mid_other_other,
          RHS.title AS title_other_other,
          RHS.year AS year_other_other,
          RHS.director AS director_other
   FROM
     (SELECT LHS.mid AS mid,
             LHS.title AS title,
             LHS.year AS YEAR,
             LHS.director AS director,
             RHS.mid AS mid_other,
             RHS.title AS title_other,
             RHS.year AS year_other
      FROM df_movie AS LHS
      INNER JOIN df_movie AS RHS ON (LHS.director = RHS.director)) AS LHS
   CROSS JOIN df_movie AS RHS)
WHERE (title != title_other)
ORDER BY title;",2,11,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
spider/movie_1/0022,"filter(input0, ""title == 'Gone with the Wind'""), natural_join3(input1, input2, line0)","SELECT DISTINCT `name`
FROM
  (SELECT `LHS`.`rid` AS `rid`,
          `LHS`.`name` AS `name`,
          `LHS`.`mid` AS `mid`,
          `LHS`.`stars` AS `stars`,
          `LHS`.`ratingdate` AS `ratingdate`,
          `RHS`.`title` AS `title`,
          `RHS`.`year` AS `year`,
          `RHS`.`director` AS `director`
   FROM
     (SELECT `LHS`.`rid` AS `rid`,
             `LHS`.`name` AS `name`,
             `RHS`.`mid` AS `mid`,
             `RHS`.`stars` AS `stars`,
             `RHS`.`ratingdate` AS `ratingdate`
      FROM `df_reviewer` AS `LHS`
      INNER JOIN `df_rating` AS `RHS` ON (`LHS`.`rid` = `RHS`.`rid`)) AS `LHS`
   INNER JOIN
     (SELECT *
      FROM `df_movie`
      WHERE (`title` = 'Gone with the Wind')) AS RHS ON (LHS.mid = RHS.mid))
ORDER BY name;",2,12,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
spider/movie_1/0030,"summarise(input0, 'n = n()', ""'director'""), filter(line0, 'n == 1L'), semi_join(line1, line0)","SELECT director
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT director,
                COUNT() AS n
         FROM df_movie
         GROUP BY director)
      WHERE (n = 1)) AS LHS
   WHERE EXISTS
       (SELECT 1
        FROM
          (SELECT director,
                  COUNT() AS n
           FROM df_movie
           GROUP BY director) AS RHS
        WHERE (LHS.director = RHS.director
               AND LHS.n = RHS.n) ))
ORDER BY director;",3,16,6,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
spider/movie_1/0013,"anti_join(input0, input1, ""'mid'"")","SELECT title
FROM
  (SELECT *
   FROM df_movie AS LHS
   WHERE NOT EXISTS
       (SELECT 1
        FROM df_rating AS RHS
        WHERE (LHS.mid = RHS.mid) ))
ORDER BY title;",1,10,3,0,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spider/movie_1/0004,"filter(input0, ""title == 'Avatar'""), intersect(line0, input0, 'director')","SELECT `director`
FROM
  (SELECT `director`
   FROM `df_movie`
   WHERE (`title` = 'Avatar') INTERSECT
     SELECT director
     FROM df_movie)
ORDER BY director;",2,8,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
spider/movie_1/0012,"natural_join(input0, input1), summarise(line0, 'meanstars = mean(stars, na.rm = T)', ""'name','rid'"")","SELECT name,
       meanstars AS avg_t1_stars_
FROM
  (SELECT name,
          rid,
          AVG(stars) AS meanstars
   FROM
     (SELECT LHS.rid AS rid,
             LHS.name AS name,
             RHS.mid AS mid,
             RHS.stars AS stars,
             RHS.ratingdate AS ratingdate
      FROM df_reviewer AS LHS
      INNER JOIN df_rating AS RHS ON (LHS.rid = RHS.rid))
   GROUP BY name,
            rid)
ORDER BY name;",2,7,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
spider/movie_1/0026,"filter(input1, ""name == 'Chris Jackson'""), semi_join(input2, line0), anti_join(input0, line1, '')","SELECT `title`
FROM
  (SELECT *
   FROM `df_movie` AS `LHS`
   WHERE NOT EXISTS
       (SELECT 1
        FROM
          (SELECT *
           FROM `df_rating` AS `LHS`
           WHERE EXISTS
               (SELECT 1
                FROM
                  (SELECT *
                   FROM `df_reviewer`
                   WHERE (`name` = 'Chris Jackson')) AS RHS
                WHERE (LHS.rid = RHS.rid) )) AS RHS
        WHERE (LHS.mid = RHS.mid) ))
ORDER BY title;",3,20,6,0,6,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
spider/movie_1/0015,"summarise(input0, 'year = min(year)', ''), natural_join3(input0, input1, line0), mutate(line1, 'meanstars = mean(stars, na.rm = T)')","SELECT DISTINCT AVG(stars) OVER () AS avg_t1_stars_,
                                title
FROM
  (SELECT LHS.mid AS mid,
          LHS.title AS title,
          LHS.year AS YEAR,
          LHS.director AS director,
          LHS.rid AS rid,
          LHS.stars AS stars,
          LHS.ratingdate AS ratingdate
   FROM
     (SELECT LHS.mid AS mid,
             LHS.title AS title,
             LHS.year AS YEAR,
             LHS.director AS director,
             RHS.rid AS rid,
             RHS.stars AS stars,
             RHS.ratingdate AS ratingdate
      FROM df_movie AS LHS
      INNER JOIN df_rating AS RHS ON (LHS.mid = RHS.mid)) AS LHS
   INNER JOIN
     (SELECT MIN(YEAR) AS YEAR
      FROM df_movie) AS RHS ON (LHS.year = RHS.year))
ORDER BY avg_t1_stars_;",3,16,4,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
spider/movie_1/0005,"summarise(input0, 'n = n()', '')","SELECT n AS count___
FROM
  (SELECT COUNT() AS n
   FROM df_reviewer)
ORDER BY count___;",1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spider/movie_1/0016,"summarise(input0, 'year = max(year)', ''), natural_join(input0, line0)","SELECT title
FROM
  (SELECT LHS.mid AS mid,
          LHS.title AS title,
          LHS.year AS YEAR,
          LHS.director AS director
   FROM df_movie AS LHS
   INNER JOIN
     (SELECT MAX(YEAR) AS YEAR
      FROM df_movie) AS RHS ON (LHS.year = RHS.year))
ORDER BY title;",2,10,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
spider/movie_1/0032,"natural_join(input0, input1), summarise(line0, 'meanstars = mean(stars, na.rm = T)', ""'director','title'""), anti_join(line1, input0, ""'director'"")","SELECT title,
       meanstars AS avg_t1_stars_
FROM
  (SELECT *
   FROM
     (SELECT director,
             title,
             AVG(stars) AS meanstars
      FROM
        (SELECT LHS.mid AS mid,
                LHS.title AS title,
                LHS.year AS YEAR,
                LHS.director AS director,
                RHS.rid AS rid,
                RHS.stars AS stars,
                RHS.ratingdate AS ratingdate
         FROM df_movie AS LHS
         INNER JOIN df_rating AS RHS ON (LHS.mid = RHS.mid))
      GROUP BY director,
               title) AS LHS
   WHERE NOT EXISTS
       (SELECT 1
        FROM df_movie AS RHS
        WHERE (LHS.director = RHS.director) ))
ORDER BY title;",3,16,5,0,5,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
spider/movie_1/0045,"filter(input0, 'stars != 4L')","SELECT rid
FROM df_rating
WHERE (stars != 4)
ORDER BY rid;",1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spider/movie_1/0018,"filter(input0, ""director != 'Steven Spielberg'""), mutate(input0, 'maxyear = max(year)'), inner_join(line0, line1, ""'year' = 'maxyear','director' = 'director'"")","SELECT `title_other` AS `title`
FROM
  (SELECT `LHS`.`mid` AS `mid`,
          `LHS`.`title` AS `title`,
          `LHS`.`year` AS `year`,
          `LHS`.`director` AS `director`,
          `RHS`.`mid` AS `mid_other`,
          `RHS`.`title` AS `title_other`,
          `RHS`.`year` AS `year_other`
   FROM
     (SELECT *
      FROM `df_movie`
      WHERE (`director` != 'Steven Spielberg')) AS LHS
   INNER JOIN
     (SELECT mid,
             title,
             YEAR,
             director,
             MAX(YEAR) OVER () AS maxyear
      FROM df_movie) AS RHS ON (LHS.year = RHS.maxyear
                                AND LHS.director = RHS.director))
ORDER BY title;",3,13,4,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
spider/movie_1/0041,"summarise(input1, 'meanstars = mean(stars, na.rm = T)', ""'mid'""), natural_join3(input0, input1, line0), filter(line1, ""name != 'Brittany Harris' & meanstars > stars"")","SELECT `mid`,
       `meanstars` AS `avg_stars_`
FROM
  (SELECT `LHS`.`rid` AS `rid`,
          `LHS`.`name` AS `name`,
          `LHS`.`mid` AS `mid`,
          `LHS`.`stars` AS `stars`,
          `LHS`.`ratingdate` AS `ratingdate`,
          `RHS`.`meanstars` AS `meanstars`
   FROM
     (SELECT `LHS`.`rid` AS `rid`,
             `LHS`.`name` AS `name`,
             `RHS`.`mid` AS `mid`,
             `RHS`.`stars` AS `stars`,
             `RHS`.`ratingdate` AS `ratingdate`
      FROM `df_reviewer` AS `LHS`
      INNER JOIN `df_rating` AS `RHS` ON (`LHS`.`rid` = `RHS`.`rid`)) AS `LHS`
   INNER JOIN
     (SELECT `mid`,
             AVG(`stars`) AS `meanstars`
      FROM `df_rating`
      GROUP BY `mid`) AS `RHS` ON (`LHS`.`mid` = `RHS`.`mid`))
WHERE (`name` != 'Brittany Harris'
       AND meanstars > stars)
ORDER BY mid;",3,11,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
