name,loc,sql_size,cols,tables,total_rows,total_cells
db2csv/scholar/0528_train,,74,11,5,0,0
db2csv/scholar/0091_train,,60,10,3,0,0
db2csv/scholar/0533_train,,67,11,5,0,0
db2csv/scholar/0246_train,,45,9,3,0,0
db2csv/scholar/0142_train,,63,10,4,0,0
db2csv/scholar/0358_train,,69,11,5,1,1
db2csv/scholar/0512_train,,44,9,3,0,0
db2csv/scholar/0492_train,,37,9,3,0,0
db2csv/scholar/0350_train,,71,10,4,0,0
db2csv/scholar/0488_train,,92,12,6,0,0
db2csv/scholar/0475_train,,40,9,3,0,0
db2csv/scholar/0017_train,,56,3,2,0,0
db2csv/scholar/0217_train,,45,9,3,0,0
db2csv/scholar/0245_train,,45,9,3,0,0
db2csv/scholar/0170_train,,37,9,3,0,0
db2csv/scholar/0291_train,,48,10,4,0,0
db2csv/scholar/0428_train,,71,11,5,0,0
db2csv/scholar/0157_train,,37,9,3,0,0
db2csv/scholar/0544_train,,63,10,4,0,0
db2csv/scholar/0484_train,,92,12,6,0,0
db2csv/scholar/0253_train,,39,9,3,1,1
db2csv/scholar/0210_train,,45,9,3,0,0
db2csv/scholar/0555_train,,12,2,1,0,0
db2csv/scholar/0044_train,,26,8,2,0,0
db2csv/scholar/0195_train,,71,11,5,0,0
db2csv/scholar/0074_train,,45,9,3,0,0
db2csv/scholar/0043_train,,26,8,2,0,0
db2csv/scholar/0444_train,,34,8,2,0,0
db2csv/scholar/0383_train,,46,9,3,0,0
db2csv/scholar/0504_train,,52,9,3,0,0
db2csv/scholar/0168_train,,37,9,3,0,0
db2csv/scholar/0351_train,,69,7,5,1,1
db2csv/scholar/0065_train,,26,3,2,0,0
db2csv/scholar/0277_train,,36,8,2,1,1
db2csv/scholar/0226_train,,56,10,4,0,0
db2csv/scholar/0236_train,,56,10,4,0,0
db2csv/scholar/0499_train,,37,9,3,0,0
db2csv/scholar/0551_train,,76,9,3,1,1
db2csv/scholar/0497_train,,47,9,3,1,1
db2csv/scholar/0087_train,,58,10,4,1,1
db2csv/scholar/0535_train,,48,9,3,0,0
db2csv/scholar/0293_train,,47,9,3,1,1
db2csv/scholar/0371_train,,49,9,3,0,0
db2csv/scholar/0552_train,,51,10,3,0,0
db2csv/scholar/0300_train,,41,8,2,0,0
db2csv/scholar/0098_train,,39,9,3,1,1
db2csv/scholar/0081_train,,58,10,4,1,1
db2csv/scholar/0479_train,,45,9,3,0,0
db2csv/scholar/0107_train,,28,3,2,1,1
db2csv/scholar/0446_train,,34,8,2,0,0
db2csv/scholar/0169_train,,37,9,3,0,0
db2csv/scholar/0056_train,,26,3,2,0,0
db2csv/scholar/0343_train,,48,11,4,0,0
db2csv/scholar/0302_train,,41,8,2,0,0
db2csv/scholar/0530_train,,37,8,2,0,0
db2csv/scholar/0280_train,,36,8,2,1,1
db2csv/scholar/0386_train,,60,9,3,0,0
db2csv/scholar/0207_train,,71,11,5,0,0
db2csv/scholar/0366_train,,63,11,4,0,0
db2csv/scholar/0040_train,,50,11,4,1,1
db2csv/scholar/0123_train,,59,11,5,0,0
db2csv/scholar/0133_train,,58,5,4,1,1
db2csv/scholar/0032_train,,63,10,4,0,0
db2csv/scholar/0204_train,,71,11,5,0,0
db2csv/scholar/0231_train,,56,10,4,0,0
db2csv/scholar/0001_train,,56,3,2,0,0
db2csv/scholar/0298_train,,45,9,3,0,0
db2csv/scholar/0321_train,,48,10,4,0,0
db2csv/scholar/0119_train,,59,11,5,0,0
db2csv/scholar/0480_train,,45,9,3,0,0
db2csv/scholar/0254_train,,39,9,3,1,1
db2csv/scholar/0347_train,,45,9,3,0,0
db2csv/scholar/0377_train,,63,11,4,0,0
db2csv/scholar/0181_train,,67,11,5,0,0
db2csv/scholar/0191_train,,65,10,4,1,1
db2csv/scholar/0412_train,,58,10,4,1,1
db2csv/scholar/0517_train,,48,11,4,0,0
db2csv/scholar/0077_train,,45,9,3,0,0
db2csv/scholar/0547_train,,67,12,5,0,0
db2csv/scholar/0257_train,,39,5,3,1,1
db2csv/scholar/0237_train,,56,10,4,0,0
db2csv/scholar/0266_train,,48,5,4,0,0
db2csv/scholar/0002_train,,56,3,2,0,0
db2csv/scholar/0051_train,,26,3,2,0,0
db2csv/scholar/0118_train,,59,11,5,0,0
db2csv/scholar/0198_train,,71,11,5,0,0
db2csv/scholar/0273_train,,52,10,4,0,0
db2csv/scholar/0155_train,,37,9,3,0,0
db2csv/scholar/0279_train,,36,8,2,1,1
db2csv/scholar/0478_train,,41,9,3,0,0
db2csv/scholar/0020_train,,56,3,2,0,0
db2csv/scholar/0238_train,,45,5,3,0,0
db2csv/scholar/0455_train,,34,8,2,0,0
db2csv/scholar/0033_train,,50,11,4,1,1
db2csv/scholar/0384_train,,46,9,3,0,0
db2csv/scholar/0355_train,,45,9,3,0,0
db2csv/scholar/0073_train,,41,9,3,0,0
db2csv/scholar/0340_train,,46,9,3,0,0
db2csv/scholar/0151_train,,63,10,4,0,0
db2csv/scholar/0549_train,,63,10,3,0,0
db2csv/scholar/0175_train,,37,9,3,0,0
db2csv/scholar/0059_train,,26,3,2,0,0
db2csv/scholar/0420_train,,37,9,3,0,0
db2csv/scholar/0137_train,,45,9,3,0,0
db2csv/scholar/0469_train,,69,5,3,1,1
db2csv/scholar/0306_train,,48,3,2,0,0
db2csv/scholar/0430_train,,50,9,3,0,0
db2csv/scholar/0234_train,,56,10,4,0,0
db2csv/scholar/0259_train,,60,10,4,0,0
db2csv/scholar/0214_train,,45,9,3,0,0
db2csv/scholar/0021_train,,56,3,2,0,0
db2csv/scholar/0307_train,,48,3,2,0,0
db2csv/scholar/0050_train,,54,9,3,0,0
db2csv/scholar/0465_train,,48,5,4,0,0
db2csv/scholar/0297_train,,47,9,3,1,1
db2csv/scholar/0241_train,,60,10,3,0,0
db2csv/scholar/0060_train,,26,3,2,0,0
db2csv/scholar/0447_train,,34,8,2,0,0
db2csv/scholar/0019_train,,56,3,2,0,0
db2csv/scholar/0028_train,,63,10,4,0,0
db2csv/scholar/0378_train,,63,11,4,0,0
db2csv/scholar/0212_train,,45,9,3,0,0
db2csv/scholar/0433_train,,63,5,3,0,0
db2csv/scholar/0024_train,,63,10,4,0,0
db2csv/scholar/0364_train,,63,11,4,0,0
db2csv/scholar/0141_train,,63,10,4,0,0
db2csv/scholar/0270_train,,48,5,4,0,0
db2csv/scholar/0108_train,,28,3,2,1,1
db2csv/scholar/0476_train,,67,11,5,0,0
db2csv/scholar/0545_train,,63,10,4,0,0
db2csv/scholar/0316_train,,48,3,2,0,0
db2csv/scholar/0058_train,,26,3,2,0,0
db2csv/scholar/0338_train,,46,9,3,0,0
db2csv/scholar/0052_train,,26,3,2,0,0
db2csv/scholar/0232_train,,56,10,4,0,0
db2csv/scholar/0398_train,,56,10,4,0,0
db2csv/scholar/0284_train,,36,8,2,1,1
db2csv/scholar/0172_train,,37,9,3,0,0
db2csv/scholar/0305_train,,48,3,2,0,0
db2csv/scholar/0089_train,,12,7,1,0,0
db2csv/scholar/0454_train,,34,8,2,0,0
db2csv/scholar/0414_train,,37,9,3,0,0
db2csv/scholar/0491_train,,37,9,3,0,0
db2csv/scholar/0372_train,,63,11,4,0,0
db2csv/scholar/0110_train,,28,3,2,1,1
db2csv/scholar/0524_train,,41,9,3,0,0
db2csv/scholar/0095_train,,70,10,4,0,0
db2csv/scholar/0315_train,,48,3,2,0,0
db2csv/scholar/0194_train,,71,11,5,0,0
db2csv/scholar/0227_train,,56,10,4,0,0
db2csv/scholar/0193_train,,71,11,5,0,0
db2csv/scholar/0489_train,,48,10,4,0,0
db2csv/scholar/0376_train,,63,11,4,0,0
db2csv/scholar/0122_train,,59,11,5,0,0
db2csv/scholar/0506_train,,52,9,3,0,0
db2csv/scholar/0015_train,,56,3,2,0,0
db2csv/scholar/0541_train,,51,9,3,0,0
db2csv/scholar/0011_train,,56,3,2,0,0
db2csv/scholar/0063_train,,26,3,2,0,0
db2csv/scholar/0513_train,,44,9,3,0,0
db2csv/scholar/0490_train,,48,10,4,0,0
db2csv/scholar/0070_train,,41,9,3,0,0
db2csv/scholar/0503_train,,56,5,4,0,0
db2csv/scholar/0288_train,,67,11,5,0,0
db2csv/scholar/0553_train,,85,12,6,0,0
db2csv/scholar/0467_train,,48,5,4,0,0
db2csv/scholar/0283_train,,36,8,2,1,1
db2csv/scholar/0561_train,,47,9,3,1,1
db2csv/scholar/0225_train,,56,10,4,0,0
db2csv/scholar/0097_train,,39,9,3,1,1
db2csv/scholar/0205_train,,71,11,5,0,0
db2csv/scholar/0363_train,,63,11,4,0,0
db2csv/scholar/0206_train,,71,11,5,0,0
db2csv/scholar/0213_train,,45,9,3,0,0
db2csv/scholar/0482_train,,40,9,3,0,0
db2csv/scholar/0456_train,,34,8,2,0,0
db2csv/scholar/0029_train,,63,10,4,0,0
db2csv/scholar/0035_train,,50,11,4,1,1
db2csv/scholar/0299_train,,41,8,2,0,0
db2csv/scholar/0537_train,,57,11,4,0,0
db2csv/scholar/0260_train,,48,5,4,0,0
db2csv/scholar/0317_train,,48,10,4,0,0
db2csv/scholar/0487_train,,92,12,6,0,0
db2csv/scholar/0409_train,,71,10,4,0,0
db2csv/scholar/0399_train,,56,10,4,0,0
db2csv/scholar/0451_train,,34,8,2,0,0
db2csv/scholar/0326_train,,45,9,3,0,0
db2csv/scholar/0026_train,,63,10,4,0,0
db2csv/scholar/0538_train,,51,10,4,0,0
db2csv/scholar/0176_train,,37,9,3,0,0
db2csv/scholar/0143_train,,63,10,4,0,0
db2csv/scholar/0567_train,,31,9,2,0,0
db2csv/scholar/0375_train,,63,11,4,0,0
db2csv/scholar/0410_train,,71,10,4,0,0
db2csv/scholar/0448_train,,34,8,2,0,0
db2csv/scholar/0557_train,,78,5,4,0,0
db2csv/scholar/0415_train,,37,9,3,0,0
db2csv/scholar/0354_train,,45,9,3,0,0
db2csv/scholar/0527_train,,26,8,2,0,0
db2csv/scholar/0160_train,,37,9,3,0,0
db2csv/scholar/0090_train,,60,10,3,0,0
db2csv/scholar/0120_train,,59,11,5,0,0
db2csv/scholar/0312_train,,48,3,2,0,0
db2csv/scholar/0042_train,,26,8,2,0,0
db2csv/scholar/0173_train,,37,9,3,0,0
db2csv/scholar/0352_train,,45,9,3,0,0
db2csv/scholar/0523_train,,63,11,4,0,0
db2csv/scholar/0391_train,,36,8,2,1,1
db2csv/scholar/0134_train,,58,5,4,1,1
db2csv/scholar/0265_train,,48,5,4,0,0
db2csv/scholar/0494_train,,37,9,3,0,0
db2csv/scholar/0356_train,,45,9,3,0,0
db2csv/scholar/0554_train,,58,10,4,1,1
db2csv/scholar/0038_train,,50,11,4,1,1
db2csv/scholar/0163_train,,37,9,3,0,0
db2csv/scholar/0055_train,,26,3,2,0,0
db2csv/scholar/0466_train,,48,5,4,0,0
db2csv/scholar/0320_train,,48,10,4,0,0
db2csv/scholar/0138_train,,45,9,3,0,0
db2csv/scholar/0301_train,,41,8,2,0,0
db2csv/scholar/0344_train,,48,11,4,0,0
db2csv/scholar/0341_train,,48,11,4,0,0
db2csv/scholar/0395_train,,56,10,4,0,0
db2csv/scholar/0417_train,,37,9,3,0,0
db2csv/scholar/0023_train,,63,10,4,0,0
db2csv/scholar/0421_train,,37,9,3,0,0
db2csv/scholar/0183_train,,67,11,5,0,0
db2csv/scholar/0507_train,,52,9,3,0,0
db2csv/scholar/0323_train,,48,10,4,0,0
db2csv/scholar/0459_train,,34,8,2,0,0
db2csv/scholar/0427_train,,71,11,5,0,0
db2csv/scholar/0462_train,,41,8,2,0,0
db2csv/scholar/0369_train,,63,11,4,0,0
db2csv/scholar/0018_train,,56,3,2,0,0
db2csv/scholar/0474_train,,40,9,3,0,0
db2csv/scholar/0389_train,,60,9,3,0,0
db2csv/scholar/0539_train,,22,7,1,0,0
db2csv/scholar/0405_train,,71,10,4,0,0
db2csv/scholar/0201_train,,71,11,5,0,0
db2csv/scholar/0005_train,,56,3,2,0,0
db2csv/scholar/0566_train,,31,9,2,0,0
db2csv/scholar/0393_train,,12,7,1,0,0
db2csv/scholar/0126_train,,37,9,3,0,0
db2csv/scholar/0426_train,,71,11,5,0,0
db2csv/scholar/0047_train,,26,8,2,0,0
db2csv/scholar/0407_train,,71,10,4,0,0
db2csv/scholar/0481_train,,45,5,3,0,0
db2csv/scholar/0014_train,,56,3,2,0,0
db2csv/scholar/0247_train,,45,9,3,0,0
db2csv/scholar/0235_train,,56,10,4,0,0
db2csv/scholar/0069_train,,41,9,3,0,0
db2csv/scholar/0505_train,,52,9,3,0,0
db2csv/scholar/0057_train,,26,3,2,0,0
db2csv/scholar/0114_train,,59,11,5,0,0
db2csv/scholar/0531_train,,12,7,1,0,0
db2csv/scholar/0522_train,,47,9,3,1,1
db2csv/scholar/0564_train,,45,9,3,0,0
db2csv/scholar/0174_train,,37,9,3,0,0
db2csv/scholar/0483_train,,40,9,3,0,0
db2csv/scholar/0470_train,,69,5,3,1,1
db2csv/scholar/0408_train,,71,10,4,0,0
db2csv/scholar/0258_train,,39,5,3,1,1
db2csv/scholar/0228_train,,56,10,4,0,0
db2csv/scholar/0286_train,,36,8,2,1,1
db2csv/scholar/0078_train,,45,9,3,0,0
db2csv/scholar/0099_train,,39,9,3,1,1
db2csv/scholar/0189_train,,37,9,3,0,0
db2csv/scholar/0431_train,,50,9,3,0,0
db2csv/scholar/0154_train,,37,9,3,0,0
db2csv/scholar/0261_train,,48,5,4,0,0
db2csv/scholar/0322_train,,48,10,4,0,0
db2csv/scholar/0171_train,,37,9,3,0,0
db2csv/scholar/0335_train,,40,9,3,0,0
db2csv/scholar/0116_train,,59,11,5,0,0
db2csv/scholar/0348_train,,71,10,4,0,0
db2csv/scholar/0083_train,,58,10,4,1,1
db2csv/scholar/0310_train,,48,3,2,0,0
db2csv/scholar/0203_train,,71,11,5,0,0
db2csv/scholar/0093_train,,60,10,3,0,0
db2csv/scholar/0510_train,,37,9,3,0,0
db2csv/scholar/0218_train,,45,9,3,0,0
db2csv/scholar/0027_train,,63,10,4,0,0
db2csv/scholar/0458_train,,34,8,2,0,0
db2csv/scholar/0240_train,,45,9,3,0,0
db2csv/scholar/0144_train,,63,10,4,0,0
db2csv/scholar/0569_train,,67,11,5,0,0
db2csv/scholar/0075_train,,45,9,3,0,0
db2csv/scholar/0145_train,,63,10,4,0,0
db2csv/scholar/0289_train,,67,11,5,0,0
db2csv/scholar/0255_train,,39,9,3,1,1
db2csv/scholar/0088_train,,12,7,1,0,0
db2csv/scholar/0450_train,,34,8,2,0,0
db2csv/scholar/0092_train,,60,10,3,0,0
db2csv/scholar/0437_train,,28,8,2,1,1
db2csv/scholar/0036_train,,50,11,4,1,1
db2csv/scholar/0394_train,,12,7,1,0,0
db2csv/scholar/0411_train,,71,10,4,0,0
db2csv/scholar/0525_train,,31,9,2,0,0
db2csv/scholar/0390_train,,60,9,3,0,0
db2csv/scholar/0543_train,,71,10,4,0,0
db2csv/scholar/0111_train,,28,3,2,1,1
db2csv/scholar/0129_train,,37,9,3,0,0
db2csv/scholar/0374_train,,63,11,4,0,0
db2csv/scholar/0400_train,,56,10,4,0,0
db2csv/scholar/0445_train,,34,8,2,0,0
db2csv/scholar/0115_train,,59,11,5,0,0
db2csv/scholar/0336_train,,40,9,3,0,0
db2csv/scholar/0153_train,,63,10,4,0,0
db2csv/scholar/0216_train,,45,9,3,0,0
db2csv/scholar/0046_train,,26,8,2,0,0
db2csv/scholar/0062_train,,26,3,2,0,0
db2csv/scholar/0222_train,,45,9,3,0,0
db2csv/scholar/0105_train,,28,3,2,1,1
db2csv/scholar/0152_train,,63,10,4,0,0
db2csv/scholar/0509_train,,52,9,3,0,0
db2csv/scholar/0256_train,,39,5,3,1,1
db2csv/scholar/0367_train,,63,11,4,0,0
db2csv/scholar/0526_train,,26,8,2,0,0
db2csv/scholar/0330_train,,45,9,3,0,0
db2csv/scholar/0128_train,,37,9,3,0,0
db2csv/scholar/0438_train,,28,8,2,1,1
db2csv/scholar/0329_train,,45,9,3,0,0
db2csv/scholar/0068_train,,41,9,3,0,0
db2csv/scholar/0457_train,,34,8,2,0,0
db2csv/scholar/0166_train,,37,9,3,0,0
db2csv/scholar/0360_train,,63,11,4,0,0
db2csv/scholar/0102_train,,28,3,2,1,1
db2csv/scholar/0313_train,,48,3,2,0,0
db2csv/scholar/0353_train,,45,9,3,0,0
db2csv/scholar/0003_train,,56,3,2,0,0
db2csv/scholar/0188_train,,37,9,3,0,0
db2csv/scholar/0401_train,,56,10,4,0,0
db2csv/scholar/0146_train,,63,10,4,0,0
db2csv/scholar/0406_train,,71,10,4,0,0
db2csv/scholar/0514_train,,44,9,3,0,0
db2csv/scholar/0281_train,,36,8,2,1,1
db2csv/scholar/0556_train,,39,9,3,0,0
db2csv/scholar/0150_train,,63,10,4,0,0
db2csv/scholar/0264_train,,48,5,4,0,0
db2csv/scholar/0080_train,,58,10,4,1,1
db2csv/scholar/0229_train,,56,10,4,0,0
db2csv/scholar/0303_train,,48,3,2,0,0
db2csv/scholar/0117_train,,59,11,5,0,0
db2csv/scholar/0345_train,,48,11,4,0,0
db2csv/scholar/0452_train,,34,8,2,0,0
db2csv/scholar/0397_train,,56,10,4,0,0
db2csv/scholar/0365_train,,63,11,4,0,0
db2csv/scholar/0550_train,,78,11,4,0,0
db2csv/scholar/0049_train,,26,8,2,0,0
db2csv/scholar/0439_train,,49,10,3,0,0
db2csv/scholar/0007_train,,56,3,2,0,0
db2csv/scholar/0215_train,,45,9,3,0,0
db2csv/scholar/0037_train,,50,11,4,1,1
db2csv/scholar/0292_train,,92,12,6,0,0
db2csv/scholar/0309_train,,48,3,2,0,0
db2csv/scholar/0113_train,,59,11,5,0,0
db2csv/scholar/0030_train,,63,10,4,0,0
db2csv/scholar/0521_train,,37,9,3,0,0
db2csv/scholar/0072_train,,41,9,3,0,0
db2csv/scholar/0385_train,,60,9,3,0,0
db2csv/scholar/0520_train,,37,9,3,0,0
db2csv/scholar/0248_train,,45,9,3,0,0
db2csv/scholar/0565_train,,50,9,3,0,0
db2csv/scholar/0076_train,,45,9,3,0,0
db2csv/scholar/0493_train,,37,9,3,0,0
db2csv/scholar/0158_train,,37,9,3,0,0
db2csv/scholar/0333_train,,45,9,3,0,0
db2csv/scholar/0244_train,,45,9,3,0,0
db2csv/scholar/0500_train,,63,10,4,0,0
db2csv/scholar/0461_train,,14,7,1,0,0
db2csv/scholar/0130_train,,37,9,3,0,0
db2csv/scholar/0224_train,,56,10,4,0,0
db2csv/scholar/0416_train,,37,9,3,0,0
db2csv/scholar/0196_train,,71,11,5,0,0
db2csv/scholar/0413_train,,37,9,3,0,0
db2csv/scholar/0178_train,,37,9,3,0,0
db2csv/scholar/0104_train,,28,3,2,1,1
db2csv/scholar/0079_train,,39,9,3,1,1
db2csv/scholar/0319_train,,48,10,4,0,0
db2csv/scholar/0054_train,,26,3,2,0,0
db2csv/scholar/0136_train,,58,5,4,1,1
db2csv/scholar/0276_train,,36,8,2,1,1
db2csv/scholar/0106_train,,28,3,2,1,1
db2csv/scholar/0442_train,,49,10,3,0,0
db2csv/scholar/0495_train,,37,9,3,0,0
db2csv/scholar/0511_train,,44,9,3,0,0
db2csv/scholar/0542_train,,67,11,5,0,0
db2csv/scholar/0422_train,,12,7,1,0,0
db2csv/scholar/0022_train,,63,10,4,0,0
db2csv/scholar/0013_train,,56,3,2,0,0
db2csv/scholar/0515_train,,34,8,2,0,0
db2csv/scholar/0180_train,,60,10,4,0,0
db2csv/scholar/0546_train,,63,10,4,0,0
db2csv/scholar/0460_train,,14,7,1,0,0
db2csv/scholar/0187_train,,37,9,3,0,0
db2csv/scholar/0424_train,,63,11,4,0,0
db2csv/scholar/0328_train,,45,9,3,0,0
db2csv/scholar/0441_train,,49,10,3,0,0
db2csv/scholar/0124_train,,59,11,5,0,0
db2csv/scholar/0559_train,,51,9,3,0,0
db2csv/scholar/0165_train,,37,9,3,0,0
db2csv/scholar/0211_train,,45,9,3,0,0
db2csv/scholar/0223_train,,45,9,3,0,0
db2csv/scholar/0010_train,,56,3,2,0,0
db2csv/scholar/0502_train,,63,10,4,0,0
db2csv/scholar/0295_train,,47,9,3,1,1
db2csv/scholar/0563_train,,48,10,4,0,0
db2csv/scholar/0275_train,,52,10,4,0,0
db2csv/scholar/0418_train,,37,9,3,0,0
db2csv/scholar/0249_train,,45,9,3,0,0
db2csv/scholar/0468_train,,48,5,4,0,0
db2csv/scholar/0325_train,,45,9,3,0,0
db2csv/scholar/0031_train,,63,10,4,0,0
db2csv/scholar/0200_train,,71,11,5,0,0
db2csv/scholar/0066_train,,26,3,2,0,0
db2csv/scholar/0388_train,,60,9,3,0,0
db2csv/scholar/0287_train,,36,8,2,1,1
db2csv/scholar/0373_train,,63,11,4,0,0
db2csv/scholar/0071_train,,41,9,3,0,0
db2csv/scholar/0167_train,,37,9,3,0,0
db2csv/scholar/0453_train,,34,8,2,0,0
db2csv/scholar/0125_train,,37,9,3,0,0
db2csv/scholar/0103_train,,28,3,2,1,1
db2csv/scholar/0263_train,,48,5,4,0,0
db2csv/scholar/0262_train,,48,5,4,0,0
db2csv/scholar/0327_train,,45,9,3,0,0
db2csv/scholar/0061_train,,26,3,2,0,0
db2csv/scholar/0311_train,,48,3,2,0,0
db2csv/scholar/0164_train,,37,9,3,0,0
db2csv/scholar/0396_train,,56,10,4,0,0
db2csv/scholar/0220_train,,45,9,3,0,0
db2csv/scholar/0149_train,,63,10,4,0,0
db2csv/scholar/0362_train,,63,11,4,0,0
db2csv/scholar/0147_train,,63,10,4,0,0
db2csv/scholar/0558_train,,58,10,4,1,1
db2csv/scholar/0332_train,,45,9,3,0,0
db2csv/scholar/0548_train,,63,10,4,0,0
db2csv/scholar/0290_train,,48,10,4,0,0
db2csv/scholar/0209_train,,45,9,3,0,0
db2csv/scholar/0182_train,,67,11,5,0,0
db2csv/scholar/0039_train,,50,11,4,1,1
db2csv/scholar/0278_train,,36,8,2,1,1
db2csv/scholar/0109_train,,28,3,2,1,1
db2csv/scholar/0370_train,,63,11,4,0,0
db2csv/scholar/0162_train,,37,9,3,0,0
db2csv/scholar/0560_train,,12,7,1,0,0
db2csv/scholar/0179_train,,37,9,3,0,0
db2csv/scholar/0045_train,,26,8,2,0,0
db2csv/scholar/0349_train,,71,10,4,0,0
db2csv/scholar/0440_train,,49,10,3,0,0
db2csv/scholar/0403_train,,63,11,4,0,0
db2csv/scholar/0314_train,,48,3,2,0,0
db2csv/scholar/0294_train,,47,9,3,1,1
db2csv/scholar/0536_train,,60,10,3,0,0
db2csv/scholar/0429_train,,18,7,1,0,0
db2csv/scholar/0432_train,,50,9,3,0,0
db2csv/scholar/0423_train,,63,11,4,0,0
db2csv/scholar/0359_train,,63,11,4,0,0
db2csv/scholar/0132_train,,8,7,1,1,1
db2csv/scholar/0346_train,,48,11,4,0,0
db2csv/scholar/0148_train,,63,10,4,0,0
db2csv/scholar/0233_train,,58,3,2,1,1
db2csv/scholar/0337_train,,45,9,3,0,0
db2csv/scholar/0139_train,,45,9,3,0,0
db2csv/scholar/0296_train,,47,9,3,1,1
db2csv/scholar/0486_train,,92,12,6,0,0
db2csv/scholar/0085_train,,58,10,4,1,1
db2csv/scholar/0272_train,,48,5,4,0,0
db2csv/scholar/0508_train,,52,9,3,0,0
db2csv/scholar/0064_train,,26,3,2,0,0
db2csv/scholar/0518_train,,37,9,3,0,0
db2csv/scholar/0436_train,,28,8,2,1,1
db2csv/scholar/0067_train,,26,3,2,0,0
db2csv/scholar/0034_train,,50,11,4,1,1
db2csv/scholar/0496_train,,63,10,4,0,0
db2csv/scholar/0161_train,,37,9,3,0,0
db2csv/scholar/0342_train,,48,11,4,0,0
db2csv/scholar/0230_train,,56,10,4,0,0
db2csv/scholar/0131_train,,37,9,3,0,0
db2csv/scholar/0269_train,,48,5,4,0,0
db2csv/scholar/0308_train,,48,3,2,0,0
db2csv/scholar/0004_train,,56,3,2,0,0
db2csv/scholar/0008_train,,56,3,2,0,0
db2csv/scholar/0202_train,,71,11,5,0,0
db2csv/scholar/0540_train,,85,12,6,0,0
db2csv/scholar/0112_train,,59,11,5,0,0
db2csv/scholar/0009_train,,56,3,2,0,0
db2csv/scholar/0472_train,,45,9,3,0,0
db2csv/scholar/0516_train,,48,11,4,0,0
db2csv/scholar/0096_train,,39,9,3,1,1
db2csv/scholar/0197_train,,71,11,5,0,0
db2csv/scholar/0477_train,,67,11,5,0,0
db2csv/scholar/0304_train,,48,3,2,0,0
db2csv/scholar/0382_train,,46,9,3,0,0
db2csv/scholar/0361_train,,63,11,4,0,0
db2csv/scholar/0404_train,,63,11,4,0,0
db2csv/scholar/0192_train,,65,10,4,1,1
db2csv/scholar/0339_train,,46,9,3,0,0
db2csv/scholar/0381_train,,47,9,3,1,1
db2csv/scholar/0357_train,,63,10,4,0,0
db2csv/scholar/0219_train,,45,9,3,0,0
db2csv/soccer_1/0006_train,,32,46,2,195049,7804507
db2csv/soccer_1/0012_train,,31,46,2,196711,7806169
db2csv/soccer_1/0002_train,,25,3,2,23,56
db2csv/soccer_1/0011_train,,24,46,2,195138,7804596
db2csv/soccer_1/0005_train,,32,46,2,201766,7811224
db2csv/soccer_1/0014_train,,28,46,2,195043,7804506
db2csv/soccer_1/0003_train,,8,7,1,11061,77421
db2csv/soccer_1/0007_train,,34,46,2,195053,7804511
db2csv/soccer_1/0013_train,,24,46,2,195041,7804499
db2csv/soccer_1/0010_train,,17,42,1,183980,7727080
db2csv/soccer_1/0004_train,,13,7,1,11061,77422
db2csv/soccer_1/0008_train,,41,46,2,195083,7804541
db2csv/soccer_1/0009_train,,13,42,1,183981,7727082
db2csv/course_teach/0025_dev,,25,6,2,18,56
db2csv/course_teach/0008_dev,,12,4,1,14,35
db2csv/course_teach/0011_dev,,11,4,1,8,29
db2csv/course_teach/0019_dev,,34,8,3,29,88
db2csv/course_teach/0028_dev,,28,6,2,14,47
db2csv/course_teach/0030_dev,,15,6,2,15,48
db2csv/course_teach/0022_dev,,38,8,3,29,88
db2csv/course_teach/0026_dev,,25,6,2,18,56
db2csv/course_teach/0023_dev,,37,8,3,25,78
db2csv/course_teach/0029_dev,,15,6,2,15,48
db2csv/course_teach/0016_dev,,13,4,1,8,29
db2csv/course_teach/0006_dev,,9,4,1,14,42
db2csv/course_teach/0010_dev,,19,4,1,9,30
db2csv/course_teach/0027_dev,,28,6,2,14,47
db2csv/course_teach/0020_dev,,34,8,3,29,88
db2csv/course_teach/0005_dev,,9,4,1,14,42
db2csv/course_teach/0007_dev,,12,4,1,14,35
db2csv/course_teach/0015_dev,,13,4,1,8,29
db2csv/course_teach/0012_dev,,11,4,1,8,29
db2csv/course_teach/0013_dev,,11,4,1,14,42
db2csv/course_teach/0002_dev,,6,4,1,8,29
db2csv/course_teach/0009_dev,,19,4,1,9,30
db2csv/course_teach/0001_dev,,6,4,1,8,29
db2csv/course_teach/0017_dev,,14,4,1,7,28
db2csv/course_teach/0014_dev,,11,4,1,14,42
db2csv/course_teach/0003_dev,,9,4,1,14,35
db2csv/course_teach/0018_dev,,14,4,1,7,28
db2csv/course_teach/0004_dev,,9,4,1,14,35
db2csv/course_teach/0021_dev,,38,8,3,29,88
db2csv/course_teach/0024_dev,,37,8,3,25,78
db2csv/dog_kennels/0063_dev,,15,22,2,31,346
db2csv/dog_kennels/0067_dev,,18,13,1,18,204
db2csv/dog_kennels/0064_dev,,15,22,2,31,346
db2csv/dog_kennels/0025_dev,,32,16,2,36,267
db2csv/dog_kennels/0047_dev,,9,13,1,30,225
db2csv/dog_kennels/0008_dev,,25,18,2,42,297
db2csv/dog_kennels/0078_dev,,12,11,1,30,210
db2csv/dog_kennels/0011_dev,,39,16,2,37,276
